"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.898876320E0,-2.455586433E0,5.404514790E0,4.283593893E-1
4.918792830E0,-1.514399529E0,3.639427662E0,6.955978870E-1
4.938704757E0,-3.983492851E-1,1.788774967E0,5.214576721E-1
4.958568820E0,2.936601639E-1,6.633915901E-1,7.941651344E-1
4.978423664E0,7.950463295E-1,1.816749573E-1,1.394528866E0
4.998325382E0,1.728990793E0,-4.219555855E-1,1.414091587E0
5.018234810E0,2.259093285E0,-1.193453789E0,7.131717205E-1
5.038108768E0,2.318588018E0,-1.459701538E0,4.966304302E-1
5.058019914E0,2.184247494E0,-1.376170635E0,5.970373154E-1
5.077911060E0,1.900534272E0,-1.213724136E0,4.783544540E-1
5.097797882E0,1.759931326E0,-8.562159538E-1,3.305506706E-2
5.117695851E0,1.726214886E0,-2.672100067E-1,-4.684181213E-1
5.137596580E0,1.789268374E0,2.267465591E-1,-7.836267948E-1
5.157464080E0,1.917876005E0,4.113550186E-1,-7.798212767E-1
5.177344185E0,2.278404713E0,5.028362274E-1,-7.360579967E-1
5.197246320E0,2.533921242E0,5.553979874E-1,-6.955838203E-1
5.217139132E0,2.527549505E0,6.381311417E-1,-4.342467785E-1
5.237051268E0,2.325019121E0,5.112667084E-1,1.149082184E-2
5.256924497E0,1.838357329E0,2.016706467E-1,3.379940987E-1
5.276824601E0,1.510584831E0,1.054239273E-1,4.305243492E-1
5.296692466E0,1.386410356E0,2.895336151E-1,2.957818508E-1
5.316604341E0,1.413658619E0,4.444141388E-1,1.483025551E-1
5.336496580E0,1.362161517E0,3.721580505E-1,1.868062019E-1
5.356383716E0,1.274882674E0,5.363492966E-1,2.353160381E-1
5.376273820E0,1.357147217E0,6.352872849E-1,2.411108017E-1
5.396210487E0,1.266624331E0,4.812021255E-1,3.471329212E-1
5.416053664E0,1.084410667E0,3.499279022E-1,5.526306629E-1
5.435960643E0,9.113607407E-1,4.189805984E-1,4.688713551E-1
5.455812310E0,9.007513523E-1,6.595458984E-1,3.243889809E-1
5.475740122E0,8.321237564E-1,6.612520218E-1,3.105826378E-1
5.495599185E0,5.487139225E-1,4.563188553E-1,3.915779591E-1
5.515515122E0,3.705673218E-1,3.389749527E-1,4.693086147E-1
5.535386112E0,3.634572029E-1,3.314867020E-1,3.622412682E-1
5.555283351E0,3.693895340E-1,5.085573196E-1,2.279164791E-1
5.575186060E0,3.400688171E-1,5.575532913E-1,2.873246670E-1
5.595065643E0,2.457246780E-1,3.241863251E-1,3.014779091E-1
5.614943299E0,1.208779812E-1,1.512422562E-1,3.001208305E-1
5.634844601E0,-9.326219559E-3,1.886129379E-1,2.193185091E-1
5.654771320E0,-3.343820572E-3,3.727312088E-1,2.347849607E-1
5.674649393E0,2.656888962E-2,3.085718155E-1,2.359651327E-1
5.694562570E0,1.415345669E-1,9.036636353E-2,2.680190802E-1
5.714429341E0,5.207967758E-2,-1.114025116E-1,1.312419176E-1
5.734305695E0,-1.597104073E-1,9.123802185E-3,9.016215801E-2
5.754193924E0,-2.721452713E-1,2.246665955E-1,1.057765484E-1
5.774095487E0,-1.785626411E-1,1.480388641E-1,8.246612549E-2
5.793989601E0,3.869390488E-2,-6.949806213E-2,2.392659187E-1
5.813864966E0,4.766201973E-2,-2.861070633E-1,2.403312922E-1
5.833771268E0,-1.287701130E-1,-1.628751755E-1,1.797528267E-1
5.853661164E0,-3.333888054E-1,1.045150757E-1,1.067138910E-1
5.873573820E0,-3.351457119E-1,2.381782532E-1,8.837497234E-2
5.893445903E0,-2.570033073E-1,1.084489822E-1,1.088601351E-1
5.913331685E0,-1.822538376E-1,-3.986072540E-2,7.447195053E-2
5.933228299E0,-2.434985638E-1,-8.334732056E-2,-1.555848122E-2
5.953123455E0,-2.547006607E-1,-3.274345398E-2,7.194280624E-4
5.972990330E0,-1.872227192E-1,4.185581207E-2,8.017063141E-3
5.992909185E0,-1.954128742E-1,2.829742432E-2,-6.954383850E-2
6.012805539E0,-2.736890316E-1,1.010131836E-2,-6.494474411E-2
6.032684237E0,-2.680220604E-1,6.464099884E-2,-4.798889160E-3
6.052584289E0,-1.602299213E-1,1.412048340E-1,4.059410095E-2
6.072443820E0,-2.648210526E-2,1.573295593E-1,1.069278717E-1
6.092348299E0,3.013348579E-2,-8.964538574E-4,1.600191593E-1
6.112224445E0,3.771543503E-3,-9.778594971E-2,1.627838612E-1
6.132107987E0,-1.005191803E-1,-8.449268341E-2,1.471810341E-1
6.152019914E0,-1.873795986E-1,-9.731292725E-2,3.007674217E-2
6.171911372E0,-3.257989883E-3,-3.908920288E-2,-6.836652756E-3
6.191812830E0,4.435195923E-1,-7.010650635E-2,-1.403776407E-1
6.211664914E0,9.685533047E-1,-2.841625214E-1,-3.216921091E-1
6.231590382E0,1.436837912E0,-6.481180191E-1,-4.345592260E-1
6.251470903E0,1.906234622E0,-1.213526726E0,-4.971016645E-1
6.271346841E0,2.377350807E0,-1.796621799E0,-5.282179117E-1
6.291249549E0,2.674916983E0,-2.358222961E0,-3.783802986E-1
6.311138924E0,2.388013840E0,-2.837892532E0,3.277522326E-1
6.331053039E0,1.227675915E0,-3.930163383E0,1.958249688E0
6.350931685E0,1.032558203E0,-5.420658112E0,2.988958359E0
6.370843091E0,1.382728100E0,-6.674522400E0,3.324060440E0
6.390741737E0,1.414110899E0,-7.423786163E0,4.431575775E0
6.410681060E0,1.199568987E0,-7.437098026E0,5.958283901E0
6.430497518E0,6.966452599E-1,-6.702492714E0,6.806749821E0
6.450385382E0,-7.723760605E-2,-4.907026291E0,7.069451332E0
6.470269185E0,-1.429462433E0,-5.339021683E-1,7.361227036E0
6.490179810E0,-4.065179825E0,7.578346252E0,6.868315220E0
6.510062153E0,-9.658557892E0,1.947639465E1,4.554838181E0
6.529974653E0,-1.811863327E1,3.386200333E1,1.454496145E0
6.549835487E0,-2.283558464E1,4.598476410E1,-5.444979668E-1
6.569728976E0,-1.883967972E1,4.872625732E1,-6.555410385E0
6.589611945E0,-7.997731209E0,3.701332855E1,-2.399449158E1
6.609546685E0,7.019320488E0,2.271877289E1,-4.521348953E1
6.629407101E0,1.412804413E1,8.897065163E0,-5.676833344E1
6.649292570E0,1.063360786E1,-5.792806625E0,-5.837098312E1
6.669211372E0,3.489107609E0,-2.290754700E1,-6.146762848E1
6.689081476E0,1.787340164E0,-3.715471649E1,-5.502672577E1
6.708964028E0,9.442996025E0,-4.280606079E1,-4.129317093E1
6.728841476E0,2.144301605E1,-4.078871918E1,-2.777500153E1
6.748758039E0,2.310791588E1,-3.771503830E1,-1.835495758E1
6.768692882E0,1.834282494E1,-3.462597656E1,-1.122238350E1
6.788595382E0,1.321562767E1,-3.175319290E1,-5.820095539E0
6.808438560E0,9.136420250E0,-2.749527550E1,-1.803114176E0
6.828328612E0,4.169308186E0,-2.439118958E1,4.201126099E-1
6.848232205E0,-2.522163391E-1,-2.104313660E1,2.124562025E0
6.868109185E0,-1.612159729E0,-1.645555687E1,3.666711569E0
6.888000018E0,-1.342931747E0,-1.212423706E1,4.872238159E0
6.907880070E0,-1.052025795E0,-8.424429893E0,5.830640793E0
6.927765382E0,-1.007828712E0,-4.764969826E0,5.831811905E0
6.947670070E0,-2.144329071E0,-9.365075827E-1,5.074090958E0
6.967556268E0,-4.688539505E0,1.660557032E0,4.677982330E0
6.987465487E0,-6.983115196E0,2.381410122E0,4.420758724E0
7.007360122E0,-7.022145271E0,2.372375011E0,3.638075352E0
7.027239862E0,-5.335782528E0,1.715374947E0,1.592340231E0
7.047144393E0,-3.992334843E0,1.203935623E0,-4.211579561E-1
7.067040226E0,-3.610247135E0,9.543652534E-1,-4.410665035E-1
7.086886893E0,-3.141322136E0,2.952818871E-1,2.779368162E-1
7.106802570E0,-1.981172562E0,-7.586488724E-1,-1.604788303E-1
7.126675799E0,-3.887553215E-1,-1.367490292E0,-1.624817967E0
7.146591893E0,9.059939384E-1,-6.637177467E-1,-3.029081345E0
7.166484757E0,1.503947496E0,1.495914459E-1,-2.750300169E0
7.186378039E0,2.149628639E0,3.886823654E-1,-1.405175209E0
7.206277153E0,2.468100071E0,5.773067474E-2,-1.292843580E0
7.226142570E0,2.691676140E0,7.497024536E-2,-2.576433659E0
7.246027049E0,2.821975231E0,4.534273148E-1,-2.932898283E0
7.265938768E0,3.023823261E0,8.674468994E-1,-2.207203627E0
7.285828820E0,3.052501202E0,1.089567184E0,-1.297827125E0
7.305729080E0,2.649959803E0,9.575376511E-1,-1.279067755E0
7.325602466E0,2.638611078E0,8.069219589E-1,-1.609694719E0
7.345530903E0,2.711340189E0,4.950876236E-1,-1.490708709E0
7.365373507E0,2.564364433E0,1.603546143E-1,-6.264146566E-1
7.385294810E0,2.411402702E0,3.151893616E-2,5.551804304E-1
7.405168664E0,2.352353811E0,1.858139038E-2,8.853474855E-1
7.425071580E0,2.284525394E0,3.452558517E-1,5.185922384E-1
7.444955591E0,2.184312344E0,5.274963379E-1,1.250816584E-1
7.464832466E0,1.841531992E0,5.444726944E-1,1.158924103E-1
7.484736841E0,1.486538172E0,7.599020004E-1,2.556579113E-1
7.504657622E0,1.341384411E0,9.303770065E-1,3.301143646E-3
7.524552830E0,1.186052680E0,1.087398529E0,-2.131274939E-1
7.544393560E0,9.574933052E-1,1.067853928E0,-2.207517624E-2
7.564282987E0,6.798059940E-1,9.368724823E-1,3.333873749E-1
7.584209653E0,5.766711235E-1,8.819828033E-1,4.086980820E-1
7.604063612E0,6.938185692E-1,8.918876648E-1,2.378979921E-1
7.623985747E0,7.160466909E-1,7.012319565E-1,1.002814770E-1
7.643877153E0,6.129047871E-1,4.250640869E-1,2.918059826E-1
7.663766685E0,4.240393639E-1,2.630538940E-1,4.587044716E-1
7.683636685E0,3.781213760E-1,2.523822784E-1,4.567182064E-1
7.703557518E0,3.479349613E-1,2.397251129E-1,3.039914370E-1
7.723448560E0,1.031692028E-1,1.985635757E-1,1.565339565E-1
7.743321685E0,-5.267143250E-3,9.496879578E-2,2.160279751E-1
7.763202778E0,-1.446700096E-2,4.500675201E-2,3.222028017E-1
7.783092987E0,-1.635801792E-1,1.622104645E-1,3.612948656E-1
7.803005330E0,-2.461292744E-1,3.237495422E-1,4.072301388E-1
7.822868507E0,-9.119534492E-2,2.646913528E-1,3.386632204E-1
7.842777101E0,1.723258495E-1,1.570110321E-1,2.757545710E-1
