"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.989018094E0,4.993279651E-2,-5.585815758E-2,-5.619104207E-2
6.008904552E0,-5.525896326E-3,-5.479292199E-2,-4.074516147E-2
6.028790802E0,-7.583127916E-2,-7.776200771E-2,8.655018173E-4
6.048661896E0,-1.371487528E-1,-7.077141851E-2,2.589847706E-2
6.068568904E0,-1.766289473E-1,-4.733629152E-2,4.773575440E-2
6.088458956E0,-2.085859478E-1,-2.230331674E-2,8.615072072E-2
6.108348071E0,-2.357493788E-1,1.824211515E-2,1.085206121E-1
6.128249842E0,-2.549235821E-1,5.605788901E-2,1.287600398E-1
6.148121925E0,-2.581192851E-1,1.007976755E-1,1.511299312E-1
6.168027915E0,-2.634454370E-1,1.807567328E-1,1.703041345E-1
6.187908383E0,-2.656424940E-1,2.814878225E-1,1.756303012E-1
6.207793436E0,-2.570540309E-1,3.657078147E-1,1.671084315E-1
6.227670571E0,-2.378798425E-1,4.115794003E-1,1.548582464E-1
6.247609008E0,-2.085859478E-1,4.307536185E-1,1.335535944E-1
6.267467081E0,-1.723680198E-1,4.435364008E-1,1.165098622E-1
6.287386040E0,-1.408770680E-1,4.621779919E-1,1.111836955E-1
6.307256404E0,-1.296921223E-1,4.862123132E-1,1.047922969E-1
6.327150311E0,-1.355509013E-1,4.904732406E-1,9.147688746E-2
6.347054686E0,-1.488663107E-1,4.493951797E-1,9.200949967E-2
6.366946352E0,-1.643121988E-1,3.779579997E-1,1.031944528E-1
6.386829008E0,-1.840855777E-1,3.033916950E-1,1.260969639E-1
6.406710675E0,-2.144447267E-1,2.511286736E-1,1.612496525E-1
6.426639269E0,-2.549235821E-1,2.330197245E-1,1.985993832E-1
6.446506404E0,-2.885449827E-1,2.181064636E-1,2.305563688E-1
6.466413227E0,-3.077192008E-1,1.866155118E-1,2.598502934E-1
6.486304477E0,-3.247629106E-1,1.509302109E-1,2.721670270E-1
6.506246717E0,-3.428718746E-1,1.061238423E-1,2.657090724E-1
6.526085519E0,-3.492632806E-1,5.392742157E-2,2.460022569E-1
6.545959425E0,-3.338173926E-1,1.551245619E-2,2.188388109E-1
6.565859373E0,-3.039908707E-1,8.588441648E-3,1.863491982E-1
6.585766665E0,-2.704360485E-1,1.983996481E-2,1.591191888E-1
6.605661873E0,-2.288253754E-1,4.434032366E-2,1.282274276E-1
6.625554581E0,-1.968683749E-1,9.121058136E-2,9.200949967E-2
6.645443852E0,-1.648448110E-1,1.424083412E-1,5.572500080E-2
6.665327967E0,-1.286268830E-1,1.791588813E-1,1.737661287E-2
6.685231248E0,-1.041265279E-1,1.967352182E-1,-2.316881903E-2
6.705117706E0,-8.814803511E-2,1.962026060E-1,-6.204982474E-2
6.724991092E0,-6.943988055E-2,1.903438270E-1,-8.655018359E-2
6.744885727E0,-5.292876437E-2,1.839524209E-1,-9.826774895E-2
6.764790779E0,-4.121120274E-2,1.850176603E-1,-1.073888019E-1
6.784672446E0,-2.363485843E-2,1.876807362E-1,-1.180411354E-1
6.804575519E0,-7.323477184E-4,1.701043993E-1,-1.249651462E-1
6.824445154E0,1.744319126E-2,1.306907833E-1,-1.228346825E-1
6.844370050E0,2.383458801E-2,9.440627694E-2,-1.159106717E-1
6.864262186E0,2.276935615E-2,6.617759913E-2,-1.073888019E-1
6.884179008E0,2.117150649E-2,3.049229458E-2,-9.453943372E-2
6.904024738E0,7.789516356E-3,-1.484668534E-2,-6.631075591E-2
6.923898071E0,-1.884130947E-2,-4.893414304E-2,-3.062544949E-2
6.943807238E0,-4.014597088E-2,-8.149032295E-2,5.126433913E-3
6.963695727E0,-5.772231519E-2,-1.214365661E-1,3.974650800E-2
6.983581977E0,-6.837464124E-2,-1.491326243E-1,6.264901906E-2
7.003476925E0,-6.145063043E-2,-1.747647971E-1,7.969274372E-2
7.023372290E0,-3.854811937E-2,-1.971346885E-1,8.235582709E-2
7.043276248E0,8.655018173E-4,-1.976673007E-1,7.170350105E-2
7.063182706E0,4.354140162E-2,-1.661763489E-1,5.892070010E-2
7.083041613E0,7.390054315E-2,-1.155777797E-1,4.294220731E-2
7.102935102E0,8.455286920E-2,-8.521863818E-2,2.376801148E-2
7.122824269E0,9.733566642E-2,-9.107742459E-2,5.126433913E-3
7.142724686E0,1.144459695E-1,-1.107842326E-1,-1.198387146E-2
7.162620102E0,1.325549334E-1,-1.198387146E-1,-3.222329915E-2
7.182510415E0,1.634466946E-1,-1.049254537E-1,-6.311506033E-2
7.202403748E0,1.991985738E-1,-8.681648970E-2,-8.761541545E-2
7.222308956E0,2.380795777E-1,-6.438001990E-2,-9.347419441E-2
7.242206821E0,2.721670270E-1,-8.455286734E-3,-9.400681406E-2
7.262064425E0,2.946034968E-1,5.179695413E-2,-8.335448056E-2
7.281983123E0,3.143103123E-1,5.978620425E-2,-6.311506033E-2
7.301885988E0,3.212343454E-1,-2.123808302E-2,-6.058512721E-3
7.321758904E0,3.185712397E-1,-1.683068126E-1,3.228987753E-2
7.341644008E0,3.127124608E-1,-3.410077095E-1,4.667052254E-2
7.361547446E0,3.015275300E-1,-4.764254689E-1,6.797518581E-2
7.381436456E0,2.737648785E-1,-5.099803209E-1,7.916013151E-2
7.401313800E0,2.359491140E-1,-4.716319144E-1,8.774857223E-2
7.421227290E0,2.007964253E-1,-4.199015498E-1,1.079879999E-1
7.441091092E0,1.778273433E-1,-3.884771764E-1,1.191729456E-1
7.460971040E0,1.703707129E-1,-3.826183975E-1,1.053249165E-1
7.480874998E0,1.772947162E-1,-3.996621072E-1,8.129059523E-2
