X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Punch Type
0.538,1.081,0.849,3.094,7.791,2.256,0.795,1.845,2.311,right_nopunch
2.03,3.055,1.567,1.75,3.61,1.16,0.911,1.74,1.513,right_nopunch
0.835,1.479,0.665,2.41,5.893,1.459,0.882,1.781,0.978,right_nopunch
2.414,3.255,2.113,2.241,6.218,1.635,0.946,2.317,1.977,right_nopunch
0.469,0.979,0.496,2.777,8.104,2.145,0.939,2.299,1.421,right_nopunch
1.868,2.469,1.939,1.592,3.934,1.389,0.759,1.641,1.532,right_nopunch
0.561,1.258,0.722,2.824,7.858,2.663,0.871,2.433,1.61,right_nopunch
1.954,2.21,1.507,1.481,3.448,1.091,0.628,1.859,1.512,right_nopunch
0.62,1.524,0.861,3.16,9.061,3.105,0.989,2.759,3.034,right_nopunch
2.138,2.968,1.192,1.8,1.683,0.982,0.666,1.34,0.854,right_nopunch
0.64,1.756,0.951,2.715,8.718,2.383,0.916,1.799,1.758,right_nopunch
2.349,3.356,1.694,1.193,2.72,0.677,0.76,1.354,1.177,right_nopunch
0.476,0.934,0.747,3.092,7.529,1.694,0.944,1.78,1.956,right_nopunch
2.3,3.313,2.098,1.249,3.05,1.483,0.83,1.55,1.441,right_nopunch
0.341,0.807,0.503,2.302,7.813,2.762,0.631,1.779,1.79,right_nopunch
1.368,2.985,2.355,1.745,3.156,1.06,0.828,1.47,1.625,right_nopunch
0.67,1.569,1.29,3.527,7.571,2.235,1.019,1.863,1.634,right_nopunch
1.546,2.672,1.889,1.839,3.699,0.972,0.653,2.008,1.679,right_nopunch
0.877,1.812,1.454,2.789,7.228,2.239,0.882,1.763,1.435,right_nopunch
1.777,2.998,1.438,1.818,3.646,1.593,0.793,1.768,1.751,right_nopunch
0.961,2.36,1.288,3.358,7.652,2.271,0.947,1.827,2.004,right_nopunch
1.45,2.221,0.935,2.041,3.044,0.909,0.681,2.073,1.755,right_nopunch
0.966,2.325,1.566,2.885,8.028,3.148,1.052,1.77,1.903,right_nopunch
1.463,2.113,0.789,2.004,2.534,1.1,0.8,1.761,1.541,right_nopunch
1.079,2.323,1.688,3.429,7.994,2.011,1.34,1.853,1.959,right_nopunch
1.631,2.365,1.384,1.496,2.416,0.871,0.661,1.537,1.281,right_nopunch
1.163,2.112,1.665,2.483,5.668,1.839,0.668,1.035,1.256,right_nopunch
2.033,2.515,1.453,2.242,4.535,2.099,0.828,1.45,2.269,right_nopunch
0.86,1.833,1.087,2.572,4.727,1.441,0.835,1.207,0.792,right_nopunch
1.508,2.374,1.604,2.093,6.189,1.476,1.066,1.82,2.315,right_nopunch
0.887,1.945,1.141,2.438,5.928,1.653,0.674,1.591,1.481,right_nopunch
1.726,2.621,1.471,3.176,3.273,1.969,1.084,2.531,2.252,right_nopunch
1.387,1.903,1.35,1.797,4.825,2.06,0.836,1.707,1.101,right_nopunch
0.932,1.667,1.323,1.83,5.438,1.745,0.977,2.367,1.943,right_nopunch
2.258,2.513,1.821,2.054,3.638,1.526,0.365,1.283,0.805,right_nopunch
1.395,2.411,1.312,2.235,6.433,1.589,0.938,2.198,2.741,right_nopunch
1.166,2.19,1.447,1.927,4.215,1.594,0.536,1.402,0.953,right_nopunch
1.742,2.207,1.419,2.167,5.618,1.48,0.914,2.535,2.121,right_nopunch
1.128,1.933,1.365,2.44,4.111,1.337,0.703,1.105,0.921,right_nopunch
1.654,2.23,1.151,1.839,5.457,1.285,1.051,2.016,2.008,right_nopunch
1.279,2.036,1.336,1.563,3.778,1.278,0.611,1.558,0.842,right_nopunch
0.773,1.771,1.071,1.336,5.958,1.908,1.025,2.662,2.12,right_nopunch
1.172,2.241,2.294,1.684,5.047,1.31,0.425,1.577,1.023,right_nopunch
0.881,1.789,1.075,2.11,5.648,1.457,0.616,2.326,2.224,right_nopunch
1.618,2.535,2.006,1.087,4.24,1.616,0.493,0.961,0.442,right_nopunch
0.817,1.938,0.834,2.558,7.947,2.034,1.059,2.64,2.66,right_nopunch
1.969,3.288,2.006,1.188,4.24,1.281,0.397,0.469,0.438,right_nopunch
0.639,1.215,0.73,3.044,9.247,3.256,1.235,3.006,2.277,right_nopunch
1.873,4.102,2.677,1.123,0.662,0.549,0.69,0.744,0.279,right_nopunch
1.104,2.142,0.863,3.445,10.725,3.326,1.281,3.132,3.166,right_nopunch
1.67,2.302,1.87,1.39,1.268,1.155,0.45,0.444,0.206,right_nopunch
1.37,2.11,0.911,4.551,10.903,3.006,1.158,3.485,3.308,right_nopunch
1.799,2.331,1.411,0.933,0.658,0.524,0.443,0.457,0.183,right_nopunch
1.197,2.491,1.258,3.753,10.404,3.359,1.448,3.186,2.859,right_nopunch
1.732,2.783,1.555,1.478,1.213,0.887,0.377,0.452,0.486,right_nopunch
1.383,2.977,1.216,2.2,10.319,3.257,0.683,3.804,2.964,right_nopunch
1.34,2.254,1.64,1.079,0.416,0.37,0.291,0.391,0.09,right_nopunch
0.666,0.905,0.562,3.109,10.538,3.593,1.69,3.904,3.319,right_nopunch
1.623,3.882,2.789,1.48,1.153,0.618,0.323,0.335,0.15,right_nopunch
0.744,1.388,0.648,3.102,11.144,3.739,1.503,3.59,2.786,right_nopunch
1.817,2.819,2.394,1.469,0.918,0.851,0.186,0.352,0.178,right_nopunch
0.571,0.678,0.399,2.886,11.172,2.704,0.97,2.965,3.032,right_nopunch
2.2,4.0,2.445,1.279,0.714,0.404,0.334,0.563,0.202,right_nopunch
0.548,0.32,0.198,3.662,9.857,3.182,1.57,3.271,2.79,right_nopunch
1.839,4.205,2.624,1.013,0.607,0.59,0.385,0.632,0.213,right_nopunch
0.709,1.223,0.454,3.849,9.621,3.248,1.644,3.64,3.311,right_nopunch
2.324,3.832,2.347,1.275,0.608,0.591,0.38,0.783,0.213,right_nopunch
0.782,1.949,0.517,4.336,10.476,3.404,1.96,3.349,3.027,right_nopunch
2.224,2.74,1.55,1.753,0.746,0.673,0.307,0.445,0.161,right_nopunch
0.522,0.277,0.222,2.848,10.311,3.382,1.135,3.718,2.995,right_nopunch
2.446,3.957,2.687,0.841,0.556,0.312,0.154,0.211,0.164,right_nopunch
0.595,0.951,0.256,3.333,10.309,2.574,1.336,3.514,3.489,right_nopunch
2.485,3.805,1.873,0.98,0.779,0.48,0.364,0.444,0.31,right_nopunch
0.463,0.286,0.312,4.446,9.768,2.425,1.749,3.115,2.956,right_nopunch
2.375,3.88,2.527,1.0,0.75,0.399,0.252,0.413,0.253,right_nopunch
0.649,1.38,0.609,3.162,9.817,3.862,1.309,3.799,2.902,right_nopunch
1.854,3.357,2.23,1.165,0.959,0.402,0.213,0.393,0.355,right_nopunch
0.783,0.696,0.347,4.791,10.724,3.138,1.611,3.597,3.255,right_nopunch
2.295,3.568,2.606,1.101,0.68,0.375,0.192,0.331,0.288,right_nopunch
0.491,0.56,0.224,3.767,10.413,3.103,1.233,3.135,3.246,right_nopunch
2.103,3.543,2.665,1.468,0.686,0.419,0.246,0.437,0.392,right_nopunch
0.298,0.412,0.175,3.378,10.07,3.023,1.177,3.358,3.079,right_nopunch
2.302,4.186,2.836,1.492,0.818,0.394,0.247,0.414,0.36,right_nopunch
0.564,0.608,0.204,3.858,11.164,3.016,1.351,2.81,3.151,right_nopunch
1.862,4.084,2.936,2.077,1.152,0.672,0.354,0.499,0.687,right_nopunch
0.509,0.411,0.245,3.14,9.979,3.563,1.142,2.662,2.991,right_nopunch
2.426,3.752,2.46,1.523,1.027,0.962,0.643,0.577,0.332,right_nopunch
0.491,0.632,0.207,3.422,9.506,3.075,1.242,2.862,3.453,right_nopunch
2.25,3.851,3.241,1.285,0.94,0.588,0.336,0.491,0.239,right_nopunch
0.259,0.273,0.216,3.929,10.345,2.153,1.88,3.091,2.434,right_nopunch
2.515,3.794,2.604,1.797,0.932,0.713,0.436,0.374,0.353,right_nopunch
0.238,0.401,0.168,3.104,10.584,3.297,1.229,2.961,3.186,right_nopunch
2.695,3.794,2.462,1.49,0.782,0.542,0.282,0.398,0.209,right_nopunch
0.378,0.491,0.186,4.076,10.736,4.009,1.524,3.801,3.546,right_nopunch
2.296,4.555,2.826,1.154,0.627,0.468,0.341,0.298,0.177,right_nopunch
0.326,0.337,0.26,3.107,8.637,3.661,1.117,3.781,3.279,right_nopunch
2.484,4.254,2.479,1.088,0.545,0.31,0.172,0.458,0.377,right_nopunch
0.371,0.41,0.239,4.387,10.256,3.173,1.332,3.577,3.471,right_nopunch
2.584,4.349,2.606,0.495,0.428,0.27,0.204,0.332,0.207,right_nopunch
0.226,0.33,0.214,4.145,9.612,3.105,1.903,3.369,3.388,right_nopunch
2.178,4.202,2.737,1.084,0.714,0.663,0.322,0.419,0.178,right_nopunch
0.327,0.46,0.156,4.021,10.235,2.459,1.189,2.555,3.038,right_nopunch
2.339,3.684,2.406,1.214,1.161,0.504,0.471,0.345,0.243,right_nopunch
0.27,0.465,0.304,3.995,9.939,2.76,0.751,2.415,3.172,right_nopunch
2.262,3.922,2.801,1.05,0.683,0.492,0.379,0.39,0.359,right_nopunch
0.381,0.457,0.135,3.406,9.728,2.917,1.188,2.884,2.831,right_nopunch
2.512,4.22,2.464,1.203,0.964,0.605,0.339,0.316,0.342,right_nopunch
0.333,0.388,0.107,2.701,9.622,3.484,1.001,2.486,2.759,right_nopunch
2.49,4.335,2.242,0.863,0.671,0.416,0.345,0.289,0.226,right_nopunch
0.218,0.457,0.18,3.595,8.857,2.186,0.999,2.227,2.989,right_nopunch
2.793,4.505,2.421,0.95,1.068,0.435,0.389,0.273,0.208,right_nopunch
0.253,0.309,0.172,3.192,9.438,2.7,0.8,2.248,2.926,right_nopunch
2.613,4.44,2.648,1.677,1.097,0.804,0.514,0.773,0.487,right_nopunch
0.242,0.356,0.14,3.402,9.948,2.55,1.561,3.063,3.039,right_nopunch
2.622,4.882,2.363,1.386,1.299,0.631,0.469,0.649,0.237,right_nopunch
0.27,0.461,0.221,3.936,10.137,3.131,0.982,2.676,3.208,right_nopunch
2.619,4.138,2.175,1.087,0.948,0.634,0.552,0.54,0.339,right_nopunch
0.253,0.419,0.182,4.225,10.507,1.787,1.027,2.677,3.185,right_nopunch
2.446,4.156,2.739,1.919,1.266,0.878,0.474,0.67,0.475,right_nopunch
0.191,0.375,0.085,4.687,10.946,3.707,1.405,3.099,3.263,right_nopunch
2.209,4.341,2.742,1.705,1.032,0.74,0.505,0.829,0.38,right_nopunch
0.144,0.268,0.124,3.283,9.92,2.337,1.131,3.104,3.212,right_nopunch
2.976,4.617,2.255,1.379,1.085,0.604,0.447,0.693,0.496,right_nopunch
0.198,0.38,0.164,4.175,9.874,2.357,1.418,2.952,3.066,right_nopunch
2.594,3.993,2.438,1.053,0.996,0.47,0.537,0.48,0.26,right_nopunch
0.172,0.297,0.127,3.881,9.252,2.504,1.388,2.916,3.05,right_nopunch
2.37,4.303,2.552,0.983,0.497,0.477,0.312,0.764,0.238,right_nopunch
0.25,0.397,0.162,4.234,9.727,2.721,0.971,1.761,3.23,right_nopunch
2.546,4.075,2.468,1.15,0.71,0.539,0.466,0.449,0.455,right_nopunch
0.262,0.274,0.113,3.759,9.879,3.198,1.311,3.094,3.157,right_nopunch
2.291,4.064,2.38,1.444,1.159,0.938,0.647,0.692,0.451,right_nopunch
0.224,0.486,0.14,4.516,9.808,2.174,1.865,3.465,2.574,right_nopunch
2.523,4.213,2.656,1.525,1.251,0.643,0.577,0.873,0.575,right_nopunch
0.258,0.258,0.155,4.732,9.99,2.073,1.593,3.433,2.884,right_nopunch
2.74,4.31,2.369,1.179,0.838,0.549,0.516,0.561,0.411,right_nopunch
0.482,0.492,0.325,3.416,9.393,2.491,0.766,2.294,3.18,right_nopunch
2.509,3.478,2.069,1.729,1.411,0.541,0.645,0.652,0.37,right_nopunch
0.326,0.58,0.147,3.665,8.349,2.304,1.452,3.245,2.596,right_nopunch
2.076,3.576,2.476,1.274,1.468,1.114,0.422,1.013,0.706,right_nopunch
0.263,0.325,0.259,4.201,8.685,2.629,1.215,2.474,2.627,right_nopunch
1.931,3.954,2.652,1.224,1.449,0.75,0.642,0.972,0.593,right_nopunch
0.382,0.585,0.338,4.421,9.676,2.841,1.431,2.096,2.581,right_nopunch
2.215,3.98,2.077,1.607,1.75,0.805,0.582,1.38,0.776,right_nopunch
0.333,0.448,0.376,3.288,8.569,2.379,1.073,2.154,2.466,right_nopunch
2.055,4.174,2.787,1.369,1.944,0.83,0.565,1.522,0.677,right_nopunch
0.522,0.609,0.329,2.833,7.641,2.858,1.131,2.6,2.788,right_nopunch
2.345,3.951,1.856,1.528,2.205,0.954,0.559,1.63,0.945,right_nopunch
0.399,0.63,0.199,2.656,8.458,2.095,0.89,2.075,2.163,right_nopunch
1.881,4.09,2.662,1.528,1.594,0.997,0.497,1.365,1.15,right_nopunch
0.287,0.46,0.27,3.775,8.814,1.961,1.236,2.428,2.775,right_nopunch
2.019,4.466,2.852,1.482,1.871,0.846,0.558,1.441,0.668,right_nopunch
0.327,0.335,0.154,3.219,8.378,2.59,1.012,2.874,3.051,right_nopunch
2.853,3.939,2.266,1.318,1.415,0.57,0.64,0.82,0.545,right_nopunch
0.334,0.365,0.168,4.805,9.214,2.063,1.515,2.419,2.064,right_nopunch
2.082,3.999,2.815,1.321,1.82,0.887,0.626,2.017,0.845,right_nopunch
0.27,0.311,0.092,3.415,8.057,1.098,1.257,1.545,2.018,right_nopunch
2.245,3.967,2.715,1.98,2.194,1.168,0.631,2.139,0.91,right_nopunch
0.283,0.295,0.223,3.46,8.434,1.77,1.121,2.137,2.309,right_nopunch
1.784,3.745,2.585,1.73,2.256,0.82,0.832,1.47,0.71,right_nopunch
0.36,0.396,0.17,3.469,8.323,1.765,1.42,2.227,2.705,right_nopunch
1.905,2.984,2.954,1.279,1.336,0.739,0.461,1.156,0.727,right_nopunch
0.513,0.74,0.257,2.952,7.294,1.517,1.068,1.494,1.591,right_nopunch
1.921,3.037,2.196,1.801,3.107,0.878,0.492,1.242,1.385,right_nopunch
0.546,1.27,0.428,3.291,9.009,1.657,1.227,1.834,1.974,right_nopunch
1.432,3.054,2.52,1.72,2.395,0.709,0.66,2.138,1.06,right_nopunch
0.543,0.924,0.601,3.77,8.71,2.13,1.282,2.065,1.94,right_nopunch
1.528,3.268,2.211,1.545,2.265,0.72,0.571,1.871,1.174,right_nopunch
0.589,1.18,0.604,4.459,9.567,2.375,1.3,2.424,2.319,right_nopunch
1.763,3.386,2.103,1.715,2.068,1.162,0.611,2.2,1.124,right_nopunch
0.494,1.249,0.688,4.16,9.057,1.604,1.215,1.977,1.85,right_nopunch
1.942,2.537,1.885,1.582,2.291,0.793,0.592,1.649,1.171,right_nopunch
0.691,1.626,0.802,3.76,8.108,1.935,1.063,1.526,1.996,right_nopunch
1.765,3.246,2.649,2.373,3.107,1.007,0.741,2.077,1.316,right_nopunch
0.48,0.906,0.515,4.566,8.773,2.228,1.569,2.357,2.901,right_nopunch
1.915,3.336,2.549,1.684,1.89,0.763,0.518,1.308,0.607,right_nopunch
0.509,0.894,0.355,3.143,9.828,2.964,1.104,1.918,2.919,right_nopunch
2.368,3.677,2.183,2.136,1.619,0.663,0.713,0.94,0.51,right_nopunch
0.66,1.23,0.594,3.012,9.21,2.153,1.416,2.312,2.39,right_nopunch
1.467,3.365,2.762,2.049,2.095,0.952,0.641,1.491,0.73,right_nopunch
0.443,0.894,0.522,3.779,8.957,1.865,1.383,2.218,2.76,right_nopunch
1.297,4.812,3.397,2.059,2.063,0.591,0.643,1.369,0.695,right_nopunch
0.552,0.908,0.497,3.51,8.334,2.048,0.901,2.377,2.756,right_nopunch
1.651,3.684,2.869,1.922,2.039,0.955,0.524,1.869,0.977,right_nopunch
0.481,0.83,0.322,3.871,7.562,2.019,1.459,2.304,1.502,right_nopunch
1.801,3.789,2.589,2.038,2.631,1.389,0.746,2.265,1.216,right_nopunch
0.396,0.564,0.254,3.427,7.317,2.127,1.024,2.061,1.596,right_nopunch
1.41,3.736,2.648,2.946,3.894,0.91,1.025,2.234,1.536,right_nopunch
0.38,1.067,0.613,2.899,4.377,1.473,1.135,2.095,0.962,right_nopunch
1.791,3.671,2.448,2.402,5.765,1.346,0.752,2.48,1.886,right_nopunch
0.642,1.072,0.633,2.85,6.4,1.642,0.628,2.232,2.102,right_nopunch
1.745,3.196,2.284,2.134,3.509,1.14,0.695,2.396,1.393,right_nopunch
0.293,1.303,0.726,4.407,8.653,1.681,1.507,1.946,2.383,right_nopunch
1.927,2.618,1.613,2.213,2.259,0.944,0.74,2.233,0.852,right_nopunch
0.654,1.649,0.769,3.53,8.031,2.723,0.855,2.812,2.388,right_nopunch
1.086,2.152,1.412,1.67,2.473,0.685,0.458,1.791,1.11,right_nopunch
0.892,2.198,1.286,2.53,6.522,1.911,1.124,1.469,1.789,right_nopunch
1.268,2.418,1.986,1.947,2.587,0.88,0.745,1.599,1.489,right_nopunch
0.716,1.566,0.905,2.995,7.211,2.237,1.291,1.984,2.041,right_nopunch
1.444,3.175,2.224,2.022,2.85,0.754,0.763,2.362,1.409,right_nopunch
0.833,1.413,0.776,3.924,7.828,1.787,1.27,2.109,2.014,right_nopunch
1.436,2.417,1.488,1.998,2.642,0.715,0.893,1.961,1.041,right_nopunch
0.876,2.078,1.068,3.936,7.996,1.853,0.993,2.762,1.95,right_nopunch
1.237,2.712,1.481,1.909,2.395,0.906,0.695,1.843,1.146,right_nopunch
1.011,2.392,1.531,4.133,9.712,1.72,1.468,1.912,2.246,right_nopunch
1.715,3.266,2.252,2.307,3.053,0.898,1.09,2.14,1.001,right_nopunch
0.608,1.752,0.826,4.391,9.333,2.317,0.865,2.177,2.533,right_nopunch
1.325,2.999,1.68,2.129,2.713,0.923,0.907,1.575,0.974,right_nopunch
0.82,2.239,1.455,3.142,6.213,1.935,0.946,1.749,1.167,right_nopunch
1.139,2.281,2.155,2.978,6.487,1.35,1.207,1.921,1.813,right_nopunch
0.878,2.349,1.565,2.827,4.253,1.536,1.062,1.574,0.508,right_nopunch
1.055,2.846,1.167,3.395,8.714,1.307,1.191,2.045,2.51,right_nopunch
0.962,2.435,1.12,3.416,4.229,1.671,0.936,1.439,0.578,right_nopunch
1.278,2.767,1.488,3.364,8.487,1.07,1.125,2.47,2.65,right_nopunch
1.296,2.232,1.339,2.914,3.534,1.198,0.787,1.488,0.624,right_nopunch
1.071,2.762,1.398,3.789,7.729,1.513,1.339,2.635,2.47,right_nopunch
1.277,2.335,1.564,3.074,3.921,1.184,0.944,1.421,0.814,right_nopunch
0.841,1.953,0.798,3.195,6.992,1.149,0.858,2.686,2.427,right_nopunch
1.799,3.653,1.265,1.953,2.791,0.721,0.568,1.226,0.377,right_nopunch
0.708,1.808,0.585,3.851,8.14,1.557,1.579,2.939,2.299,right_nopunch
1.851,2.929,2.06,2.352,1.899,0.888,0.273,0.807,0.545,right_nopunch
0.819,1.527,0.953,3.772,9.268,2.196,1.845,3.003,2.475,right_nopunch
1.533,2.818,2.098,2.57,2.494,1.031,0.615,1.071,0.406,right_nopunch
0.878,2.105,1.375,4.029,8.94,1.905,1.446,3.441,2.737,right_nopunch
1.188,2.654,1.668,2.483,3.806,1.245,0.936,1.479,0.624,right_nopunch
0.897,1.432,0.727,3.192,7.378,1.493,1.591,2.477,1.954,right_nopunch
1.838,2.791,1.777,2.526,5.116,1.611,0.744,2.029,1.318,right_nopunch
0.649,1.366,0.635,2.425,4.518,1.436,1.125,2.395,1.794,right_nopunch
1.684,3.567,2.022,3.352,6.3,1.775,1.193,1.854,1.206,right_nopunch
0.749,1.572,0.517,2.173,3.451,0.929,0.989,2.277,1.466,right_nopunch
1.794,3.407,2.108,2.348,3.095,1.579,0.431,1.597,0.927,right_nopunch
0.373,0.257,0.183,2.724,6.985,1.669,0.926,2.51,2.601,right_nopunch
2.14,3.96,2.331,2.341,2.148,1.02,0.286,1.124,0.449,right_nopunch
0.903,1.984,1.271,3.724,8.726,3.744,1.958,4.734,2.619,right_nopunch
1.033,2.478,1.546,2.509,2.813,0.714,1.011,1.328,0.562,right_nopunch
1.187,2.392,1.729,3.838,8.001,2.677,1.74,3.153,2.494,right_nopunch
0.943,2.076,1.29,1.584,1.803,0.983,0.502,0.683,0.331,right_nopunch
0.933,1.938,1.249,2.788,8.055,2.284,0.859,2.227,2.894,right_nopunch
1.3,2.301,1.607,1.151,0.618,0.525,0.327,0.498,0.213,right_nopunch
0.609,1.226,0.517,3.193,9.868,3.135,1.104,4.405,2.909,right_nopunch
1.453,3.43,2.712,2.213,2.114,0.861,0.699,0.848,0.446,right_nopunch
0.499,1.365,0.851,3.143,9.167,1.919,1.182,3.227,2.664,right_nopunch
1.294,2.795,2.097,1.691,0.583,0.421,0.398,0.675,0.279,right_nopunch
0.686,1.779,1.068,3.574,10.701,2.682,1.639,3.364,2.636,right_nopunch
1.624,3.52,2.439,1.926,0.923,0.499,0.512,0.985,0.342,right_nopunch
0.351,0.637,0.509,4.201,10.84,2.87,1.25,3.981,3.022,right_nopunch
1.36,3.523,2.381,1.515,0.584,1.058,0.353,0.377,0.402,right_nopunch
0.55,1.733,0.913,3.762,11.203,3.52,1.895,4.141,2.51,right_nopunch
1.329,3.237,2.414,1.138,0.916,0.346,0.376,0.477,0.077,right_nopunch
0.507,1.144,0.541,3.455,9.688,3.153,1.662,3.285,2.535,right_nopunch
1.21,4.189,1.664,2.054,1.252,0.609,0.606,0.992,0.178,right_nopunch
0.601,1.309,0.607,3.901,9.789,2.116,1.425,3.242,2.586,right_nopunch
1.772,3.019,1.852,2.787,2.838,0.923,0.886,1.56,0.348,right_nopunch
0.66,0.658,0.251,3.091,7.285,2.647,1.322,3.483,2.908,right_nopunch
1.986,3.992,2.361,1.676,1.332,0.402,0.581,0.542,0.155,right_nopunch
0.339,0.404,0.073,3.746,9.907,2.104,1.589,3.611,2.085,right_nopunch
2.253,3.933,2.516,2.176,2.016,1.423,0.618,0.987,0.41,right_nopunch
0.86,1.114,0.59,3.582,8.861,1.68,1.045,2.718,2.641,right_nopunch
1.574,3.181,2.396,1.571,1.035,0.412,0.423,0.549,0.075,right_nopunch
0.835,2.119,0.727,4.049,9.265,1.946,1.574,3.299,2.122,right_nopunch
2.075,2.941,1.453,1.696,1.058,0.817,0.753,0.965,0.34,right_nopunch
0.843,1.549,0.735,4.223,10.641,2.616,1.181,3.006,2.64,right_nopunch
1.689,2.955,2.112,1.316,0.557,0.457,0.37,0.575,0.282,right_nopunch
0.543,0.671,0.3,4.013,10.98,2.358,1.557,3.214,2.439,right_nopunch
