"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.580211839E0,-2.508557081E0,-8.734312057E0,-1.024381351E1
4.600134496E0,-4.614922523E0,-6.375286579E0,-1.099320507E1
4.620050746E0,-5.028033257E0,-2.837714195E0,-1.101617432E1
4.639904912E0,-2.137589693E0,-9.285503030E-1,-7.467416763E0
4.659794131E0,8.563141823E-1,-2.671071887E-1,-2.479329854E-1
4.679672777E0,1.324284434E0,7.792179585E-1,5.942868233E0
4.699583350E0,9.969915152E-1,3.093503237E0,6.353249550E0
4.719434287E0,7.299509048E-1,5.118910789E0,4.952534676E0
4.739370121E0,4.032572806E-1,5.227098465E0,5.172638416E0
4.759221527E0,1.575213373E-1,4.850804806E0,5.371437550E0
4.779114808E0,-2.862813650E-3,4.630101681E0,5.042080879E0
4.799037881E0,-2.427399755E-1,4.248482227E0,4.864586353E0
4.818931996E0,-5.470637083E-1,4.008671761E0,4.876836300E0
4.838802881E0,-6.179683208E-1,4.234101772E0,4.881629944E0
4.858684183E0,-2.288919389E-1,4.696212769E0,4.537826061E0
4.878574183E0,2.039255500E-1,4.973906040E0,3.895024538E0
4.898440277E0,3.840830922E-1,4.854000568E0,3.245831490E0
4.918359912E0,3.446028829E-1,4.237297058E0,2.861548901E0
4.938246631E0,3.142437339E-1,3.391435623E0,2.564149141E0
4.958141058E0,3.782243133E-1,2.629261494E0,2.120679140E0
4.978056891E0,5.162385702E-1,1.960295081E0,1.629806519E0
4.997932621E0,6.479279995E-1,1.051584721E0,1.218293667E0
5.017817673E0,8.440639973E-1,-7.143718749E-2,1.045659423E0
5.037715121E0,1.047656655E0,-8.075132370E-1,9.465261102E-1
5.057557725E0,1.128148317E0,-9.296155572E-1,8.462610841E-1
5.077491006E0,1.016764879E0,-7.179670334E-1,7.418016195E-1
5.097343610E0,7.790182233E-1,-5.538545847E-1,6.309508085E-1
5.117272725E0,6.233610511E-1,-5.010589957E-1,5.920698047E-1
5.137161735E0,6.238936782E-1,-4.274913371E-1,5.915372372E-1
5.157070173E0,6.404713392E-1,-2.515947223E-1,5.536548495E-1
5.176920902E0,5.754255652E-1,-1.002650559E-1,4.603804052E-1
5.196830225E0,4.506601393E-1,-1.295589656E-1,3.633776009E-1
5.216727100E0,3.584509194E-1,-2.793573737E-1,3.181052208E-1
5.236570329E0,3.366136253E-1,-3.960669637E-1,2.876794934E-1
5.256502933E0,3.264939189E-1,-4.541887343E-1,2.812880874E-1
5.276379391E0,2.966673970E-1,-4.376110435E-1,2.786250114E-1
5.296257100E0,2.555893362E-1,-3.480648994E-1,2.227002829E-1
5.316158975E0,2.028603107E-1,-1.988656968E-1,1.810896099E-1
5.336067256E0,1.601844132E-1,-2.882786840E-2,1.890788674E-1
5.355939287E0,1.149120107E-1,4.101147130E-2,2.392113954E-1
5.375830537E0,8.022536337E-2,1.531272428E-3,2.759619355E-1
5.395737829E0,5.892070010E-2,-6.664364040E-2,2.924730480E-1
5.415587360E0,1.790923066E-2,-3.681711480E-2,2.669074535E-1
5.435498871E0,-1.571218669E-2,6.125089899E-2,2.594508231E-1
5.455396996E0,-1.038602181E-2,1.156443581E-1,2.525267899E-1
5.475285277E0,6.191667169E-3,5.272903293E-2,2.535920441E-1
5.495194235E0,2.163754590E-2,-4.640421271E-2,2.338852286E-1
5.515096996E0,9.919982404E-3,-1.231675670E-1,1.762960702E-1
5.534949548E0,-4.873441160E-2,-1.764957905E-1,1.336867511E-1
5.554850746E0,-1.137802005E-1,-1.343525201E-1,1.177082509E-1
5.574735173E0,-1.585199833E-1,-9.653674439E-3,1.145125479E-1
5.594620068E0,-1.883465201E-1,1.278945357E-1,1.016631797E-1
5.614516371E0,-2.256962508E-1,2.142449915E-1,7.663019747E-2
5.634374756E0,-2.336854935E-1,1.768952608E-1,5.958647281E-2
