"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.654297516E0,-2.574105263E-1,2.572631836E-2,1.703765392E-1
5.674188298E0,-1.328344345E-1,-9.445810318E-2,1.332390308E-2
5.694059548E0,2.258443832E-2,-5.777120590E-2,-5.250811577E-2
5.713958871E0,4.105234146E-2,3.206634521E-2,4.952919483E-2
5.733856579E0,-9.702444077E-2,-1.026382446E-1,8.666718006E-2
5.753728818E0,-3.627510071E-1,-2.706003189E-1,1.302323341E-1
5.773627829E0,-4.307923317E-1,-1.976256371E-1,1.271083355E-1
5.793522048E0,-1.832408905E-1,-1.206164360E-1,-4.405260086E-2
5.813397985E0,4.742956161E-2,-9.484434128E-2,-1.278933287E-1
5.833302985E0,9.214544296E-2,-1.462759972E-1,3.099989891E-2
5.853209600E0,-8.822441101E-3,-2.708234787E-1,2.682089806E-2
5.873122464E0,-1.867017746E-1,-1.562104225E-1,-1.143107414E-1
5.892975798E0,-1.215686798E-1,6.143856049E-2,-1.397216320E-1
5.912872673E0,1.515130997E-1,5.738925934E-2,-1.203653812E-1
5.932756162E0,2.933292389E-1,-1.830391884E-1,-3.038930893E-2
5.952617673E0,2.649650574E-1,-3.130674362E-1,-1.539325714E-2
5.972531683E0,2.700457573E-1,-3.147835732E-1,-1.942293644E-1
5.992426214E0,3.843131065E-1,-2.116765976E-1,-1.364585161E-1
6.012319704E0,3.275961876E-1,-3.251614571E-1,7.141637802E-2
6.032186371E0,2.541747093E-1,-2.607145309E-1,2.109293938E-1
6.052094027E0,3.918900490E-1,-4.427242279E-2,1.504974365E-1
6.071960537E0,6.571159363E-1,2.333035469E-1,-8.056008816E-2
6.091852308E0,7.787146568E-1,4.166393280E-1,-6.909286976E-2
6.111765121E0,7.692708969E-1,7.989096642E-1,1.171541214E-1
6.131649235E0,1.251607895E0,1.242005348E0,-1.568516493E-1
6.151535173E0,1.893718004E0,1.570962906E0,-2.700328827E-1
6.171405381E0,2.142559528E0,1.774367332E0,2.089769840E-1
6.191324287E0,2.379212856E0,1.399595261E0,4.482262135E-1
6.211182725E0,2.485700607E0,4.671726227E-1,5.993239880E-1
6.231082048E0,2.443440199E0,-2.833747864E-1,7.642486095E-1
