"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.929344552E0,2.497658730E-1,1.184963226E0,2.282252312E-1
5.949213510E0,1.872463226E-1,1.221383095E0,2.279241085E-1
5.969120906E0,1.838874817E-1,1.207845688E0,1.553949118E-1
5.989018094E0,1.329646111E-1,1.168138504E0,1.661080122E-1
6.008904552E0,1.823549271E-1,1.147775650E0,2.347905636E-1
6.028790802E0,2.813439369E-1,9.822683334E-1,1.202356815E-1
6.048661092E0,3.641180992E-1,7.978420258E-1,-9.808087349E-2
6.068568123E0,4.794583321E-1,6.968030930E-1,-1.737371683E-1
6.088458956E0,6.222801208E-1,5.385513306E-1,-2.061275244E-1
6.108348071E0,7.121210098E-1,2.820882797E-1,-3.528051376E-1
6.128249842E0,8.734717369E-1,6.853199005E-2,-5.431456566E-1
6.148121925E0,1.032070637E0,-7.924318314E-2,-6.568260193E-1
6.168027915E0,1.046654224E0,-2.040815353E-1,-6.791105270E-1
6.187908383E0,9.829664230E-1,-3.500528336E-1,-6.435331106E-1
6.207793436E0,9.097118378E-1,-4.278812408E-1,-5.457211733E-1
6.227670571E0,7.832002640E-1,-3.902955055E-1,-3.930442333E-1
6.247609008E0,6.041102409E-1,-2.016139030E-1,-2.464488745E-1
6.267467081E0,4.361310005E-1,-2.534389496E-2,-1.650911570E-1
6.287386040E0,2.202305794E-1,6.121063232E-2,-2.709949017E-2
6.307256404E0,-6.688499451E-2,1.928348541E-1,5.717170238E-2
6.327150311E0,-4.363775253E-1,3.872613907E-1,1.024119854E-1
6.347054686E0,-7.985959053E-1,5.333614349E-1,1.529842615E-1
6.366946352E0,-1.053707600E0,6.446647644E-1,1.934114695E-1
6.386829008E0,-1.146929741E0,6.845607758E-1,2.107791901E-1
6.406710675E0,-1.144613266E0,6.430206299E-1,2.605754137E-1
6.426639269E0,-1.127531052E0,5.087165833E-1,2.514711618E-1
6.446506404E0,-1.039832115E0,3.541164398E-1,2.138681412E-1
6.466413227E0,-9.060001373E-1,1.958436966E-1,2.604352236E-1
6.486304477E0,-7.712531090E-1,-1.239776611E-5,3.097064495E-1
6.506246717E0,-6.544933319E-1,-2.169971466E-1,2.651432753E-1
6.526085519E0,-4.748148918E-1,-3.180680275E-1,1.502833366E-1
6.545959425E0,-2.811880112E-1,-3.993287086E-1,3.453361988E-2
6.565859373E0,-1.574168205E-1,-5.253520012E-1,-5.748212337E-2
6.585766665E0,-8.896017075E-2,-6.705031395E-1,-1.520117521E-1
6.605661873E0,-4.335546494E-2,-7.966508865E-1,-2.487698793E-1
6.625554581E0,-6.634473801E-2,-8.888163567E-1,-4.067515135E-1
6.645443852E0,-6.920003891E-2,-1.021159649E0,-5.012930632E-1
6.665327967E0,-1.285619736E-1,-1.136310101E0,-4.714261293E-1
6.685231248E0,-1.421370506E-1,-1.185996056E0,-4.502345324E-1
6.705117706E0,-1.398315430E-1,-1.122669220E0,-4.503409863E-1
6.724991092E0,-1.982150078E-1,-9.865202904E-1,-3.859106302E-1
6.744885727E0,-2.809281349E-1,-7.766509056E-1,-3.077102900E-1
6.764790779E0,-3.307938576E-1,-5.292329788E-1,-2.587637901E-1
6.784672446E0,-4.501991272E-1,-3.065094948E-1,-1.496489048E-1
6.804575519E0,-5.948834419E-1,-1.593494415E-2,8.731770515E-2
6.824445154E0,-6.646246910E-1,3.104343414E-1,2.839815617E-1
6.844370050E0,-7.198843956E-1,5.389747620E-1,4.151570797E-1
6.864262186E0,-8.394031525E-1,6.154279709E-1,4.163244963E-1
6.884179008E0,-9.379572868E-1,6.450300217E-1,4.660505056E-1
6.904024738E0,-9.494404793E-1,5.982313156E-1,4.777553082E-1
6.923898071E0,-8.940472603E-1,4.775686264E-1,4.077289104E-1
6.943807238E0,-7.530193329E-1,3.666172028E-1,3.527112007E-1
6.963695727E0,-6.008315086E-1,1.985597610E-1,2.862870693E-1
6.983581977E0,-4.399790764E-1,-3.012180328E-2,9.410476685E-2
7.003476925E0,-2.766761780E-1,-2.596383095E-1,-2.470040321E-2
7.023372290E0,-9.420633316E-2,-4.939403534E-1,-1.438264847E-1
7.043276248E0,6.510543823E-2,-6.322693825E-1,-2.845944166E-1
7.063182706E0,1.506886482E-1,-7.727880478E-1,-4.002306461E-1
7.083041613E0,1.404886246E-1,-8.526663780E-1,-4.218052626E-1
7.102935102E0,9.657859802E-2,-8.734593391E-1,-4.551527500E-1
7.122824269E0,1.367020607E-1,-8.594274521E-1,-3.986582756E-1
7.142724686E0,2.071604729E-1,-8.134732246E-1,-2.487070560E-1
