"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.448402542E0,-7.426404953E-1,-1.938601851E0,1.347713470E0
2.468251542E0,-1.050380588E0,-2.391496181E0,1.698036551E0
2.488101542E0,-1.393920660E0,-3.081809759E0,1.719925046E0
2.507950542E0,-1.630203247E0,-3.698078632E0,1.609702826E0
2.527799542E0,-1.736930728E0,-4.216045856E0,1.482078075E0
2.547648542E0,-2.269750595E0,-4.793483257E0,1.070786595E0
2.567498542E0,-3.933861971E0,-5.776922703E0,4.170405269E-1
2.587347542E0,-6.825515747E0,-7.106368542E0,4.059762955E-1
2.607196542E0,-9.871520996E0,-6.734264374E0,1.894982576E0
2.627045542E0,-1.179444313E1,-2.706027746E0,4.757975101E0
2.646895542E0,-1.198346615E1,2.088456631E0,6.207574368E0
2.666744542E0,-1.078412437E1,2.654456377E0,3.953794956E0
2.686593542E0,-8.787905693E0,4.266808555E-2,1.104753256E0
2.706442542E0,-7.034495831E0,-1.248870730E0,6.258631945E-1
2.726292542E0,-5.039849758E0,-3.535276651E-1,1.225380063E0
2.746141542E0,-3.079959393E0,1.071984410E0,1.592350006E0
2.765990792E0,-1.374709725E0,1.574707508E0,1.728184104E0
2.785839792E0,2.419303805E-1,9.313784838E-1,1.507665396E0
2.805689792E0,1.392402411E0,-2.096946687E-1,1.169601440E0
2.825538792E0,2.214969397E0,-6.414634585E-1,1.022867918E0
2.845387792E0,3.024237156E0,-1.290970445E-1,1.010805726E0
2.865236792E0,3.632344723E0,8.164707422E-1,1.091957569E0
2.885086792E0,3.822048664E0,1.929558516E0,1.322429776E0
2.904935792E0,3.968709946E0,2.805579424E0,1.569647551E0
2.924784792E0,4.058954716E0,3.076203346E0,1.815544605E0
2.944633792E0,3.942874670E0,2.666224480E0,1.847203016E0
2.964483792E0,3.488370657E0,1.605474830E0,1.671054482E0
2.984332792E0,3.124219179E0,5.307337046E-1,1.470705032E0
3.004181792E0,3.164216042E0,2.229824811E-1,1.184412956E0
3.024030792E0,3.358618498E0,7.485126853E-1,9.317227602E-1
3.043880792E0,3.492874384E0,1.362685084E0,8.509972095E-1
3.063729792E0,3.400676727E0,1.362349749E0,7.927677631E-1
3.083578792E0,3.169148207E0,8.507030010E-1,6.255029440E-1
3.103428792E0,2.994464397E0,4.080708623E-1,3.630981147E-1
3.123277792E0,2.882266760E0,3.144014478E-1,2.247900665E-1
3.143126792E0,2.808447599E0,4.355248213E-1,1.405463815E-1
3.162975792E0,2.655335188E0,4.025798440E-1,-2.065558732E-2
3.182825792E0,2.363491058E0,1.610021293E-1,-2.227580398E-1
3.202674792E0,2.076366425E0,-5.630421638E-2,-4.071364701E-1
3.222523792E0,1.873281360E0,-2.619067207E-2,-5.598326921E-1
3.242372792E0,1.698540330E0,1.547126472E-1,-6.198723316E-1
3.262222792E0,1.529121041E0,2.954646051E-1,-5.765850544E-1
3.282071792E0,1.298857450E0,2.996128201E-1,-4.923384488E-1
3.301920792E0,9.849209189E-1,1.554336697E-1,-4.676266313E-1
3.321769792E0,6.380101442E-1,-8.228895813E-2,-4.820871949E-1
3.341619792E0,2.916778326E-1,-1.704351008E-1,-4.758087099E-1
3.361468792E0,8.849984407E-2,-5.348405987E-2,-4.128386080E-1
3.381317792E0,5.088842008E-4,1.711307168E-1,-3.342424929E-1
3.401167792E0,-8.811981976E-2,3.665221334E-1,-2.829460204E-1
3.421016792E0,-2.521888316E-1,4.956070781E-1,-2.076250166E-1
3.440865792E0,-3.108401299E-1,5.220486522E-1,-1.073849052E-1
3.460714792E0,-2.305704057E-1,4.493231475E-1,-2.722337283E-2
3.480564792E0,-1.655410379E-1,3.213508725E-1,5.707307532E-2
3.500413792E0,-1.809326559E-1,1.392344236E-1,1.650436372E-1
3.520262792E0,-2.491773516E-1,-8.581003547E-2,3.431619406E-1
3.540111792E0,-4.081985652E-1,-4.623634815E-1,5.273093581E-1
3.559961792E0,-6.043418646E-1,-1.054589391E0,4.935860038E-1
3.579810792E0,-7.286719680E-1,-1.526019335E0,2.604255378E-1
3.599659792E0,-8.099765182E-1,-1.820347786E0,7.302074134E-2
3.619509792E0,-7.396581173E-1,-1.628716350E0,-1.735029370E-1
3.639358792E0,-5.404546261E-1,-1.134476304E0,-5.470657945E-1
3.659207792E0,-3.636931777E-1,-6.099897027E-1,-1.135822296E0
3.679056792E0,-3.085958660E-1,-4.247196615E-1,-1.838807106E0
3.698906792E0,-3.584241271E-1,-5.043399334E-1,-2.277220488E0
3.718755792E0,-4.615370631E-1,-2.956169844E-1,-2.569262743E0
3.738604792E0,-6.899955273E-1,3.544052243E-1,-2.837853193E0
3.758454083E0,-1.141421080E0,1.100561380E0,-3.028166294E0
3.778303083E0,-1.530481935E0,1.678362131E0,-3.213614702E0
3.798152083E0,-1.671172500E0,2.058092356E0,-3.535427332E0
3.818001083E0,-1.693228841E0,2.098300219E0,-3.815652370E0
3.837851083E0,-1.721392751E0,1.953155994E0,-4.072983742E0
3.857700083E0,-1.747948289E0,1.765641570E0,-4.154215336E0
3.877549083E0,-1.677802205E0,1.641057968E0,-3.971843481E0
3.897399083E0,-1.516367912E0,1.685727835E0,-3.485777617E0
3.917248083E0,-1.322669148E0,1.948605657E0,-2.544553280E0
3.937097083E0,-9.533622265E-1,2.244309187E0,-1.353440404E0
3.956946083E0,-3.441927135E-1,2.786673307E0,-4.937308133E-1
3.976796083E0,-2.503016889E-1,2.954612970E0,1.402712464E-1
3.996645083E0,-5.647643805E-1,2.279269934E0,6.606674790E-1
4.016494083E0,-5.625979304E-1,2.162040025E-1,1.332907557E0
4.036344083E0,1.401483733E-2,-2.202782869E0,1.895284176E0
4.056193083E0,7.673935890E-1,-3.825900316E0,2.245328426E0
4.076042083E0,1.670369983E0,-3.536516190E0,2.394875288E0
4.095891083E0,2.479284525E0,-1.797004342E0,2.323636532E0
4.115741083E0,2.694926500E0,5.306170583E-1,1.652490973E0
4.135590083E0,2.063795567E0,2.741234303E0,9.089050293E-1
4.155439083E0,1.551466584E0,4.414526463E0,9.497487545E-1
4.175288083E0,1.406913400E0,5.358639240E0,1.634646535E0
4.195138083E0,1.198893666E0,5.785026550E0,2.328037977E0
4.214987083E0,9.738460183E-1,5.289403439E0,3.015552282E0
4.234836083E0,1.086351633E0,3.355829954E0,3.449813128E0
4.254686083E0,1.327378869E0,5.857200623E-1,3.482342720E0
4.274535083E0,1.597191811E0,-1.938483357E0,3.248511076E0
4.294384083E0,1.967924356E0,-3.735428810E0,3.196000576E0
4.314233083E0,2.259173632E0,-5.056714535E0,3.547466278E0
4.334083083E0,2.403730631E0,-6.690951824E0,3.830199242E0
4.353932083E0,2.495789289E0,-8.913574219E0,3.535056353E0
4.373781083E0,2.538732767E0,-1.104031467E1,2.630564928E0
4.393631083E0,2.569626093E0,-1.156524181E1,1.527085543E0
4.413480083E0,2.706585646E0,-9.308782578E0,6.578167081E-1
4.433329083E0,3.003849745E0,-6.448377609E0,6.169698834E-1
4.453178083E0,1.821927547E0,-4.392551899E0,9.851940870E-1
4.473028083E0,-2.051120043E0,-2.979130983E0,2.587780237E0
4.492877083E0,-6.431146622E0,-1.991795897E0,5.012475014E0
4.512726083E0,-1.098681736E1,-3.047597110E-1,5.478966713E0
4.532575083E0,-1.529777431E1,1.504517913E0,5.305017948E0
4.552425083E0,-1.709639168E1,2.426029921E0,4.403110504E0
4.572274083E0,-1.617766953E1,2.703434706E0,3.282276392E0
4.592123083E0,-1.229331684E1,2.234271049E0,-1.326947093E0
4.611972083E0,-9.395806313E0,-1.785742283E0,-8.770506978E-1
4.631822083E0,-6.039508820E0,-2.513646364E0,7.405071259E-1
4.651671083E0,-2.595611334E0,-5.414732099E-1,1.925901413E0
4.671520083E0,4.979538172E-2,4.278702736E-1,2.299650431E0
4.691369083E0,2.238749981E0,-4.867044091E-1,1.431389570E0
4.711219083E0,3.812960863E0,-1.880872607E0,5.214139819E-1
4.731068083E0,4.897072792E0,-1.591945529E0,-1.260779649E-1
4.750917083E0,5.816798210E0,9.261107072E-3,-3.821514249E-1
4.770766708E0,6.217080593E0,8.645547032E-1,-6.173803210E-1
4.790616708E0,5.528162003E0,1.314512730E0,-1.306048512E0
4.810465708E0,3.421351433E0,2.627828598E0,-1.464488745E0
4.830314708E0,1.870509386E0,5.447276592E0,-6.084387302E-1
4.850164708E0,1.191265464E0,9.710083961E0,7.556898147E-2
4.870013708E0,1.268041730E0,1.339623737E1,4.537713528E-1
4.889862708E0,1.858526707E0,1.504059219E1,9.572399855E-1
4.909711708E0,3.055730581E0,1.483528328E1,1.574809074E0
4.929561708E0,3.865359068E0,1.214822483E1,2.754325628E0
4.949410708E0,3.598935366E0,7.118919373E0,3.873605728E0
4.969259708E0,2.520347834E0,1.292266607E0,4.481487274E0
4.989109708E0,1.796525121E0,-3.769206762E0,4.550218105E0
5.008958708E0,1.962802529E0,-6.303182602E0,3.940300226E0
5.028807708E0,2.468663931E0,-5.959444523E0,3.182198286E0
5.048656708E0,2.628219843E0,-3.590330839E0,2.961751223E0
5.068506708E0,2.513631582E0,-8.111941069E-2,3.093132973E0
5.088355708E0,2.484093189E0,2.989712477E0,3.039232731E0
5.108204708E0,2.328581095E0,4.142934322E0,3.097813606E0
5.128054708E0,1.804161310E0,3.251823187E0,3.246542215E0
5.147903708E0,9.538362026E-1,8.430606127E-1,3.165332556E0
5.167752708E0,7.817950100E-2,-2.160574913E0,2.709027529E0
5.187601708E0,-4.296973348E-1,-4.385659695E0,2.200449467E0
5.207451708E0,-6.087972522E-1,-5.688670635E0,2.119720221E0
5.227300708E0,-6.468670964E-1,-6.160893440E0,2.052730560E0
5.247149708E0,-3.965755105E-1,-6.141588688E0,1.871987462E0
5.266999708E0,3.037428111E-2,-5.303022861E0,1.675395370E0
5.286848708E0,-8.738905787E-1,-4.865505695E0,9.757800102E-1
5.306697708E0,-5.338119507E0,-7.311157703E0,5.846862197E-1
5.326546708E0,-1.133116817E1,-1.143570709E1,1.234018445E0
5.346396708E0,-1.452991295E1,-1.183303738E1,2.789970160E0
5.366245708E0,-1.554733562E1,-5.778731346E0,4.617627621E0
5.386094708E0,-1.532242870E1,1.671283960E0,6.085065365E0
5.405944708E0,-1.372292614E1,2.668278217E0,6.115773916E-1
5.425793708E0,-1.240929604E1,-2.745124817E0,-2.524253368E0
5.445642708E0,-9.133855820E0,-4.085011959E0,3.737076372E-2
5.465491708E0,-4.468842506E0,4.413299263E-1,1.327472448E0
5.485341708E0,-2.919050455E-1,3.399425030E0,1.891108513E0
5.505190708E0,3.530902147E0,3.720274448E0,1.506920457E0
5.525039708E0,6.276999950E0,2.980180740E0,1.254649878E0
