,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
915,2.807,2.156,1.924,8.329,10.399,10.373,rightuppercut
916,1.919,0.671,0.703,1.846,4.083,5.03,rightuppercut
917,1.562,2.768,3.745,16.086,11.543,7.521,righthook
918,1.606,0.704,0.585,1.956,4.023,3.786,rightuppercut
919,2.254,1.216,2.002,3.695,7.655,5.717,lefthook
920,1.529,1.882,2.568,11.536,10.333,7.877,lefthook
921,0.159,0.344,0.179,0.356,0.271,0.712,leftnopunch
922,1.492,1.777,2.394,11.174,9.313,6.943,lefthook
923,0.984,1.977,1.433,2.165,3.628,1.671,jab
924,0.172,0.321,0.371,1.055,1.361,0.652,rightnopunch
925,1.404,0.555,1.359,3.459,4.355,4.226,righthook
926,1.006,1.135,0.838,2.179,3.984,3.139,lefthook
927,1.193,1.967,1.899,5.965,8.226,4.539,leftuppercut
928,1.757,1.502,2.85,9.344,11.45,8.347,lefthook
929,1.146,1.388,2.062,8.911,8.223,6.059,lefthook
930,2.006,1.621,2.007,4.383,6.381,7.457,rightuppercut
931,1.049,1.76,1.992,6.733,7.122,6.301,rightuppercut
932,1.153,2.541,2.065,8.572,9.185,5.107,cross
933,1.111,1.631,2.959,13.579,11.251,8.383,righthook
934,1.324,1.785,3.464,13.967,11.397,6.887,righthook
935,0.172,0.371,0.321,1.189,1.337,1.318,leftnopunch
936,2.842,2.487,3.011,10.289,12.362,12.668,rightuppercut
937,0.652,2.728,1.755,4.429,2.939,2.616,jab
938,0.361,0.498,0.856,2.103,2.736,1.878,rightnopunch
939,0.796,1.203,0.851,2.983,4.226,2.119,lefthook
940,0.217,0.252,0.376,1.714,2.451,1.183,rightnopunch
941,2.011,2.259,1.863,3.208,6.307,8.15,rightuppercut
942,1.681,2.165,3.419,13.669,13.108,7.792,righthook
943,1.869,2.03,1.26,3.621,8.157,8.912,leftuppercut
944,1.549,2.805,2.009,10.347,10.857,6.551,cross
945,1.7,2.234,2.429,11.681,9.025,8.68,righthook
946,0.314,0.114,0.146,0.278,0.662,1.08,righthook
947,1.152,0.609,0.53,2.255,3.839,4.753,rightuppercut
948,3.011,2.907,2.788,8.442,13.216,13.026,rightuppercut
949,0.372,0.263,0.38,0.575,0.4,0.682,rightnopunch
950,0.658,0.252,0.259,0.558,0.507,0.687,leftnopunch
951,2.328,2.127,1.367,3.47,6.107,5.82,leftuppercut
952,0.35,0.155,0.245,0.368,0.455,0.363,rightnopunch
953,1.372,2.164,3.522,14.026,12.531,7.657,righthook
954,2.442,2.609,2.639,10.077,12.866,11.34,rightuppercut
955,1.304,2.075,1.355,2.224,4.259,1.878,jab
956,1.711,1.785,1.426,3.282,6.496,6.397,rightuppercut
957,0.745,0.177,0.24,0.332,0.512,0.875,rightuppercut
958,1.061,0.594,0.415,1.778,2.823,2.643,rightuppercut
959,1.193,0.648,0.579,1.928,3.588,3.53,rightuppercut
960,1.107,1.481,0.594,1.766,5.883,4.179,lefthook
961,0.159,0.194,0.157,0.395,0.364,0.41,leftnopunch
962,1.216,1.091,0.838,2.135,4.609,3.079,lefthook
963,1.55,3.697,1.621,5.829,8.433,6.604,jab
964,0.361,0.255,0.507,0.628,0.637,0.511,rightnopunch
965,2.918,2.711,2.541,12.101,15.058,12.256,rightuppercut
966,1.968,2.382,3.079,12.654,11.856,10.389,righthook
967,1.408,2.55,1.997,9.436,9.19,5.127,cross
968,1.311,1.585,2.202,8.439,8.848,6.282,lefthook
969,0.524,0.519,0.933,2.62,2.293,2.265,rightnopunch
970,1.372,2.751,2.046,7.434,8.888,6.139,cross
971,1.812,1.106,1.285,2.499,3.637,5.312,righthook
972,1.467,2.757,1.824,8.419,11.178,5.591,cross
973,0.924,2.216,1.581,5.96,7.511,3.887,jab
974,0.918,0.892,0.701,1.525,4.253,3.281,leftuppercut
975,1.89,1.899,1.62,3.13,5.501,5.564,leftuppercut
976,1.46,2.379,1.656,3.95,5.785,6.383,rightuppercut
977,0.178,0.117,0.118,0.146,0.402,0.131,lefthook
978,0.839,1.21,0.711,2.97,4.359,2.816,lefthook
979,0.258,0.443,0.18,0.57,0.334,0.51,leftnopunch
980,2.005,3.909,1.737,6.96,7.983,6.859,jab
981,0.723,1.745,1.546,3.86,6.725,2.709,cross
982,1.764,0.933,0.654,2.654,4.495,4.432,rightuppercut
983,0.146,0.094,0.123,0.357,0.162,0.23,rightnopunch
984,0.947,1.814,1.413,2.746,6.491,1.594,cross
985,0.508,1.649,0.788,2.807,2.206,2.404,cross
986,1.771,2.275,1.628,2.765,6.535,7.247,rightuppercut
987,0.269,0.569,0.754,2.847,3.263,2.487,rightnopunch
988,1.586,1.659,2.243,10.439,8.663,7.193,lefthook
989,2.273,1.622,2.059,3.818,8.177,7.043,lefthook
990,1.229,3.213,1.484,5.196,7.137,5.584,jab
991,1.471,1.549,2.241,6.747,8.467,6.608,righthook
992,0.52,0.222,0.302,0.672,0.459,0.652,leftnopunch
993,0.151,0.079,0.22,0.223,0.599,0.124,leftuppercut
994,1.678,1.848,1.594,4.316,6.43,6.815,rightuppercut
995,1.676,2.5,3.264,13.336,11.911,10.739,lefthook
996,2.114,1.588,1.654,4.207,8.685,6.528,lefthook
997,0.255,0.209,0.114,0.375,0.469,0.485,leftnopunch
998,1.944,1.928,1.767,3.662,5.817,5.119,leftuppercut
999,1.21,1.764,1.839,9.353,8.722,4.51,cross
1000,0.305,0.179,0.393,0.255,0.709,0.334,leftuppercut
1001,1.807,2.551,1.697,8.388,10.663,5.747,cross
1002,2.535,1.307,1.863,3.165,7.488,7.024,lefthook
1003,1.239,1.804,2.047,7.666,8.024,4.797,cross
1004,0.087,0.078,0.215,0.475,0.258,0.114,rightnopunch
1005,1.761,2.272,1.897,3.607,6.342,7.508,rightuppercut
1006,1.461,1.956,2.007,9.335,7.026,7.221,lefthook
1007,1.171,1.624,1.687,8.896,8.263,4.456,cross
1008,0.914,1.701,1.264,3.937,6.937,2.403,cross
1009,0.365,0.156,0.247,0.303,0.148,0.376,leftnopunch
1010,2.442,2.18,1.625,8.175,10.123,10.234,rightuppercut
1011,0.073,0.073,0.044,0.176,0.144,0.164,righthook
1012,2.059,1.798,1.615,3.238,6.317,6.182,leftuppercut
1013,1.279,2.369,1.322,2.897,4.469,4.168,jab
1014,1.394,0.591,1.169,2.36,4.472,3.258,leftuppercut
1015,1.082,0.662,0.884,1.916,3.427,2.88,leftuppercut
1016,0.055,0.051,0.128,0.291,0.178,0.131,rightnopunch
1017,1.479,2.006,3.765,14.766,12.898,8.278,righthook
1018,0.305,0.251,0.106,0.534,0.501,0.774,leftnopunch
1019,0.645,2.358,1.166,3.077,2.689,2.847,cross
1020,0.133,0.195,0.098,0.294,0.215,0.164,rightnopunch
1021,0.936,2.148,1.746,3.002,5.916,1.548,cross
1022,1.503,2.727,1.974,10.627,11.157,5.627,cross
1023,2.156,2.059,1.45,3.924,5.949,6.519,leftuppercut
1024,0.201,0.192,0.244,0.269,0.494,0.461,leftnopunch
1025,0.63,3.207,1.32,3.687,3.22,2.991,jab
1026,1.501,1.383,2.823,11.163,11.177,8.474,lefthook
1027,1.512,2.181,1.547,3.071,5.834,6.509,rightuppercut
1028,0.358,0.417,0.537,1.587,2.474,2.368,rightnopunch
1029,0.775,1.069,0.762,2.656,4.469,2.834,lefthook
1030,1.08,2.551,1.808,8.861,7.737,4.908,cross
1031,1.494,4.111,1.62,5.695,7.269,5.001,jab
1032,0.202,0.221,0.233,0.539,0.394,0.318,rightnopunch
1033,0.635,2.289,0.935,2.746,2.611,1.89,cross
1034,0.388,0.343,0.342,1.502,1.384,1.611,leftnopunch
1035,0.459,0.216,0.238,0.568,0.397,0.776,leftnopunch
1036,0.71,3.012,1.575,4.077,3.344,2.764,jab
1037,1.623,1.543,0.983,3.566,8.102,6.851,leftuppercut
1038,0.256,0.137,0.278,0.482,0.503,0.444,rightnopunch
1039,1.08,2.165,1.249,2.923,4.136,1.192,cross
1040,0.216,0.343,0.434,1.786,2.169,1.805,leftnopunch
1041,1.043,1.908,1.526,9.811,9.096,4.397,cross
1042,0.297,0.636,0.87,2.309,2.361,1.861,rightnopunch
1043,2.196,2.448,1.605,4.214,8.672,9.459,leftuppercut
1044,1.275,1.346,2.037,8.667,8.444,6.833,lefthook
1045,0.175,0.181,0.23,0.316,0.396,0.578,leftnopunch
1046,1.174,0.692,0.756,1.346,4.194,3.026,leftuppercut
1047,0.794,1.157,0.885,1.912,4.092,2.634,lefthook
1048,0.355,0.425,0.52,1.724,2.793,2.498,rightnopunch
1049,1.619,3.683,1.568,6.945,8.171,7.527,jab
1050,0.175,0.2,0.304,0.461,0.481,0.305,rightnopunch
1051,2.842,2.34,2.048,9.1,13.484,11.962,rightuppercut
1052,0.94,1.885,1.869,3.303,6.106,2.292,cross
1053,1.983,2.398,1.547,4.216,6.58,5.964,leftuppercut
1054,0.611,2.373,1.338,3.589,2.548,2.305,cross
1055,0.44,0.817,1.367,5.082,3.601,3.028,righthook
1056,1.174,2.312,1.808,7.215,8.524,4.594,cross
1057,0.392,0.18,0.497,0.591,0.659,0.348,rightnopunch
1058,1.981,1.596,1.852,2.802,6.279,6.946,rightuppercut
1059,2.981,2.466,1.994,6.236,12.048,12.303,rightuppercut
1060,0.391,0.312,0.523,0.687,0.599,0.688,rightnopunch
1061,0.56,0.109,0.052,0.154,0.332,0.591,rightuppercut
1062,0.409,0.186,0.163,0.446,0.345,0.751,leftnopunch
1063,0.14,0.075,0.099,0.252,0.215,0.202,rightnopunch
1064,1.082,1.877,1.696,3.021,6.053,1.313,cross
1065,1.794,2.021,1.498,3.822,5.947,5.234,leftuppercut
1066,0.454,0.349,0.695,1.878,2.578,1.811,rightnopunch
1067,0.34,0.244,0.158,0.305,0.341,0.362,leftnopunch
1068,1.924,1.78,1.619,3.235,7.541,6.111,lefthook
1069,2.399,2.072,1.338,3.671,7.742,8.527,leftuppercut
1070,0.415,0.309,0.393,0.541,0.907,0.341,leftnopunch
1071,0.166,0.305,0.197,1.476,1.321,1.674,leftnopunch
1072,1.108,0.826,0.86,1.766,4.184,3.28,leftuppercut
1073,0.408,0.117,0.172,0.192,0.539,0.839,rightuppercut
1074,1.379,2.246,1.026,2.548,4.322,1.896,jab
1075,0.391,0.507,0.616,2.233,2.233,1.584,rightnopunch
1076,0.197,0.4,0.308,2.119,1.725,1.773,leftnopunch
1077,0.476,1.055,0.988,4.688,2.93,2.003,rightuppercut
1078,1.944,2.385,2.234,3.731,5.774,7.447,rightuppercut
1079,1.318,1.634,2.332,9.094,9.042,4.256,cross
1080,0.918,0.433,0.771,2.859,3.97,3.179,righthook
1081,1.01,2.174,1.436,2.218,3.45,1.556,jab
1082,1.46,2.003,2.241,8.803,7.605,4.906,cross
1083,0.451,0.199,0.209,0.615,0.326,0.535,leftnopunch
1084,0.28,0.178,0.242,0.234,0.629,0.254,lefthook
1085,0.439,0.236,0.302,0.915,0.524,1.148,rightnopunch
1086,1.322,0.976,1.296,2.735,4.096,3.465,righthook
1087,2.425,2.243,2.226,8.904,10.075,10.087,rightuppercut
1088,0.586,2.431,1.206,3.002,2.502,2.409,cross
1089,0.47,0.265,0.371,0.601,0.432,1.062,rightnopunch
1090,0.345,0.201,0.339,0.595,0.533,0.599,rightnopunch
1091,2.515,1.38,2.001,3.135,8.082,6.444,lefthook
1092,1.806,2.007,1.981,4.466,5.266,5.913,rightuppercut
1093,0.362,0.151,0.264,0.546,0.383,0.486,leftnopunch
1094,2.029,1.3,1.64,3.114,6.981,5.851,righthook
1095,0.369,2.522,1.311,4.266,3.696,2.379,jab
1096,2.403,2.269,1.563,4.04,7.283,7.079,leftuppercut
1097,0.639,2.349,1.165,2.947,2.895,2.17,cross
1098,2.044,1.632,2.494,8.358,5.313,5.452,lefthook
1099,2.252,1.78,1.615,4.237,7.822,6.465,righthook
1100,1.505,3.27,2.506,9.197,8.899,5.427,cross
1101,1.518,0.627,1.013,3.216,3.921,4.231,rightuppercut
1102,0.104,0.127,0.215,0.402,0.268,0.181,rightnopunch
1103,0.327,0.364,0.473,2.17,2.144,1.989,leftnopunch
1104,2.171,1.973,1.59,3.085,7.991,6.797,lefthook
1105,1.461,3.606,1.4,6.104,9.26,5.571,leftuppercut
1106,1.83,1.834,1.726,3.97,6.678,6.032,leftuppercut
1107,0.145,0.234,0.33,1.626,1.723,1.517,leftnopunch
1108,0.923,2.574,1.632,5.55,6.656,5.286,jab
1109,0.276,0.295,0.436,0.752,0.504,0.731,rightnopunch
1110,1.034,1.653,3.527,16.101,13.321,8.886,righthook
1111,0.174,0.197,0.193,1.097,1.079,1.264,leftnopunch
1112,1.482,1.95,2.205,8.487,7.837,7.056,lefthook
1113,1.436,2.278,1.178,1.984,4.22,1.81,jab
1114,0.376,0.36,0.494,0.672,0.851,0.613,rightnopunch
1115,1.665,1.608,1.649,4.255,6.03,6.126,rightuppercut
1116,0.563,1.695,1.646,1.998,4.585,1.622,cross
1117,1.291,3.231,1.91,8.902,9.885,5.052,cross
1118,0.167,0.211,0.357,0.47,0.563,0.321,rightnopunch
1119,1.149,0.893,1.082,1.85,4.459,3.39,leftuppercut
1120,0.18,0.269,0.227,0.229,0.576,0.193,lefthook
1121,1.036,2.402,1.258,5.731,8.057,4.049,jab
1122,1.459,1.612,2.246,9.169,9.96,8.905,lefthook
1123,2.232,1.728,1.307,3.535,10.545,9.332,leftuppercut
1124,0.219,0.356,0.27,0.817,0.553,0.505,leftnopunch
1125,1.818,2.323,1.883,3.501,5.972,7.727,rightuppercut
1126,1.036,1.534,1.587,2.823,5.562,1.796,cross
1127,0.307,0.096,0.082,0.29,0.457,0.758,leftnopunch
1128,0.967,2.608,1.698,5.08,7.441,4.419,jab
1129,1.253,0.937,1.212,2.492,4.684,4.054,leftuppercut
1130,0.412,0.463,0.605,1.618,2.364,1.561,rightnopunch
1131,0.818,1.967,1.796,2.494,5.476,1.539,cross
1132,1.577,0.702,0.75,2.53,3.567,4.409,rightuppercut
1133,2.744,2.665,3.002,11.172,12.932,12.608,rightuppercut
1134,1.841,1.78,1.726,5.025,6.874,7.449,rightuppercut
1135,1.156,0.764,0.854,2.25,4.22,3.501,leftuppercut
1136,0.117,0.073,0.178,0.179,0.343,0.103,leftuppercut
1137,1.082,0.765,0.952,1.643,4.522,2.806,leftuppercut
1138,0.684,2.533,1.07,3.129,2.322,2.122,cross
1139,1.571,2.148,3.353,13.747,10.868,7.721,righthook
1140,2.066,1.948,1.72,3.086,7.403,7.188,lefthook
1141,0.959,0.931,0.799,2.779,4.558,2.526,lefthook
1142,0.302,0.172,0.213,0.508,0.483,0.243,rightnopunch
1143,1.522,2.131,2.245,9.15,8.692,7.823,lefthook
1144,1.909,2.429,1.739,3.29,7.479,7.926,rightuppercut
1145,2.701,2.558,2.069,8.068,12.825,12.729,rightuppercut
1146,1.515,3.194,1.422,4.71,7.394,6.659,jab
1147,0.093,0.102,0.048,0.208,0.132,0.22,leftnopunch
1148,2.258,2.044,1.052,3.107,9.259,9.31,leftuppercut
1149,0.316,0.214,0.157,0.646,0.521,0.574,leftnopunch
1150,1.094,2.06,1.939,8.308,8.869,4.508,cross
1151,0.674,0.255,0.247,0.592,0.548,0.507,leftnopunch
1152,0.099,0.078,0.031,0.073,0.087,0.336,leftnopunch
1153,0.23,0.209,0.148,0.604,0.558,0.34,leftnopunch
1154,1.999,1.811,1.162,3.369,8.109,8.053,leftuppercut
1155,1.182,0.961,0.65,1.916,4.289,2.921,lefthook
1156,0.182,0.297,0.273,1.21,1.102,1.2,leftnopunch
1157,1.742,2.276,1.459,6.092,8.615,6.056,leftuppercut
1158,2.344,1.934,1.907,4.173,7.136,7.204,lefthook
1159,1.394,2.764,2.414,8.84,9.021,5.605,cross
1160,0.314,0.152,0.368,0.405,0.302,0.145,rightnopunch
1161,0.286,0.466,0.606,1.593,2.614,1.192,rightnopunch
1162,0.208,0.197,0.271,1.189,1.424,0.365,rightnopunch
1163,1.371,1.55,2.147,8.974,8.789,7.913,lefthook
1164,0.402,0.276,0.502,0.817,1.327,0.856,leftuppercut
1165,0.827,2.049,1.944,2.48,5.372,2.043,cross
1166,0.496,0.176,0.191,0.5,0.505,0.489,leftnopunch
1167,2.457,1.783,1.569,4.312,7.414,8.108,righthook
1168,2.35,2.213,1.488,3.962,7.37,8.681,leftuppercut
1169,1.808,1.655,1.577,4.266,11.217,8.309,leftuppercut
1170,2.159,1.417,1.66,4.538,8.169,6.698,righthook
1171,0.209,0.263,0.267,0.491,0.293,0.286,rightnopunch
1172,0.408,0.514,0.433,0.941,1.457,0.899,lefthook
1173,1.592,2.467,1.116,4.42,5.288,5.709,leftuppercut
1174,1.677,0.731,1.45,2.544,4.168,3.786,righthook
1175,2.169,2.093,1.508,3.205,6.789,6.206,leftuppercut
1176,0.222,0.283,0.12,0.403,0.319,0.106,rightnopunch
1177,0.229,0.313,0.291,1.864,1.523,1.585,leftnopunch
1178,1.388,1.72,1.961,9.307,7.438,7.087,lefthook
1179,1.236,1.457,2.606,10.77,9.568,7.258,lefthook
1180,2.608,2.285,1.794,4.246,8.906,9.113,righthook
1181,1.924,1.522,1.455,2.832,6.469,6.193,rightuppercut
1182,2.462,2.813,2.537,10.885,11.891,9.855,rightuppercut
1183,1.298,1.76,1.719,3.971,7.274,4.713,lefthook
1184,1.248,1.327,2.073,9.462,7.968,6.208,lefthook
1185,0.307,0.217,0.299,0.377,0.634,0.229,rightnopunch
1186,2.427,1.596,1.71,4.415,12.086,9.04,rightuppercut
1187,1.454,2.198,1.433,2.285,3.959,1.317,jab
1188,0.726,1.662,1.723,2.661,5.718,1.881,cross
1189,0.175,0.334,0.063,0.366,0.175,0.324,leftnopunch
1190,0.429,0.202,0.202,0.599,0.33,0.473,leftnopunch
1191,1.128,2.771,1.514,4.564,7.909,5.638,jab
1192,1.709,1.88,1.857,3.977,6.325,7.555,rightuppercut
1193,2.231,1.712,1.304,3.671,8.523,8.863,leftuppercut
1194,0.081,0.135,0.116,0.493,0.193,0.236,rightnopunch
1195,0.17,0.225,0.218,1.373,1.227,1.306,leftnopunch
1196,1.34,1.842,2.02,9.745,8.792,5.68,cross
1197,0.524,0.442,0.313,0.572,0.39,0.601,leftnopunch
1198,1.147,0.525,0.902,2.413,3.922,3.445,righthook
1199,0.653,2.661,1.538,3.767,3.08,2.749,jab
1200,3.397,2.607,2.24,9.867,15.535,14.109,rightuppercut
1201,1.517,0.866,0.71,2.433,4.088,3.607,rightuppercut
1202,0.506,2.737,1.477,3.98,3.567,2.748,jab
1203,2.411,1.771,1.326,4.822,5.917,7.602,righthook
1204,1.306,2.283,1.306,2.498,4.296,2.112,jab
1205,1.568,3.506,1.395,6.342,6.954,6.425,jab
1206,1.262,3.707,1.8,5.311,6.538,5.241,jab
1207,0.427,0.282,0.444,0.736,0.449,1.115,rightnopunch
1208,1.33,2.66,1.333,4.471,6.672,5.947,jab
1209,0.537,2.38,1.23,2.872,2.787,2.757,cross
1210,2.818,2.485,1.88,5.188,8.941,10.498,leftuppercut
1211,1.875,0.743,0.818,2.601,3.649,4.626,rightuppercut
1212,1.237,0.915,1.16,3.089,3.58,3.928,righthook
1213,0.559,0.168,0.108,0.355,0.74,0.978,rightuppercut
1214,0.236,0.337,0.27,1.421,1.615,1.64,leftnopunch
1215,1.81,1.391,1.388,3.353,6.77,5.469,righthook
1216,2.43,2.282,1.773,4.65,6.446,6.845,leftuppercut
1217,0.209,0.281,0.291,1.183,1.739,1.641,leftnopunch
1218,2.394,1.954,1.555,3.217,6.34,7.183,leftuppercut
1219,0.858,3.003,1.413,3.781,4.015,3.399,jab
1220,1.19,1.76,3.151,12.6,11.441,7.621,righthook
1221,0.637,0.219,0.556,0.812,0.585,1.06,rightnopunch
1222,1.174,1.463,2.557,10.06,8.384,6.574,lefthook
1223,0.264,0.403,0.209,0.402,0.355,0.524,leftnopunch
1224,0.514,0.538,0.718,2.367,2.419,1.86,rightnopunch
1225,1.963,2.179,1.745,3.836,6.783,7.735,rightuppercut
1226,2.451,1.267,2.181,3.398,7.345,5.977,lefthook
1227,2.309,1.919,1.376,5.029,12.749,9.805,leftuppercut
1228,1.144,1.941,1.473,2.336,3.349,1.145,jab
1229,0.903,2.099,1.877,2.783,5.759,2.275,cross
1230,0.461,0.66,0.941,2.369,3.2,2.823,rightnopunch
1231,1.976,1.44,1.355,3.22,7.989,5.691,righthook
1232,2.274,1.691,2.07,3.99,7.077,7.844,lefthook
1233,0.43,0.582,0.845,2.425,3.329,2.356,rightnopunch
1234,0.33,0.212,0.441,0.769,0.627,0.59,rightnopunch
1235,0.149,0.145,0.177,0.176,0.56,0.287,leftuppercut
1236,1.658,1.764,2.12,5.571,6.499,6.323,rightuppercut
1237,2.359,1.714,1.38,2.714,6.491,6.694,leftuppercut
1238,0.998,2.517,1.778,4.775,7.045,4.93,jab
1239,1.033,2.38,1.522,2.882,5.015,2.675,jab
1240,0.934,0.713,0.572,1.056,1.282,2.135,righthook
1241,1.514,2.453,1.388,2.526,4.24,1.713,jab
1242,1.729,1.025,1.33,3.347,6.915,5.411,righthook
1243,0.289,0.151,0.189,0.43,0.264,0.524,leftnopunch
1244,1.13,0.608,0.547,1.705,2.876,2.748,rightuppercut
1245,2.817,1.899,1.647,3.843,8.074,7.361,righthook
1246,1.262,1.63,2.112,8.318,6.92,5.925,lefthook
1247,1.508,1.433,1.993,7.837,5.46,5.864,lefthook
1248,0.306,0.199,0.248,0.624,0.352,0.538,leftnopunch
1249,0.316,0.332,0.532,2.113,2.275,1.699,rightnopunch
1250,0.362,0.213,0.241,0.628,0.34,0.562,leftnopunch
1251,2.295,2.033,1.413,3.457,8.49,9.268,leftuppercut
1252,1.612,0.876,1.041,2.003,3.923,4.196,righthook
1253,1.867,2.921,1.392,4.685,6.058,5.861,jab
1254,0.191,0.161,0.09,0.463,0.173,0.221,rightnopunch
1255,0.901,0.915,0.757,3.397,5.009,3.064,lefthook
1256,1.767,2.277,3.04,10.356,10.117,7.408,righthook
1257,0.616,0.095,0.194,0.166,0.555,0.598,rightuppercut
1258,2.746,2.561,2.853,9.879,12.946,12.467,rightuppercut
1259,0.766,1.015,1.513,5.865,5.306,3.29,righthook
1260,1.792,1.721,0.999,2.544,5.963,5.289,leftuppercut
1261,0.293,0.158,0.185,0.234,0.726,0.35,lefthook
1262,0.665,2.686,1.572,4.354,3.84,2.864,jab
1263,1.018,0.173,0.241,0.486,0.612,1.092,rightuppercut
1264,3.434,3.071,2.975,10.527,15.003,14.655,rightuppercut
1265,2.115,1.687,1.6,3.165,6.878,6.563,leftuppercut
1266,1.313,2.407,1.75,7.352,7.419,4.973,cross
1267,0.36,0.458,0.604,1.63,3.715,1.647,rightnopunch
1268,0.315,0.291,0.451,0.558,0.533,0.497,rightnopunch
1269,0.214,0.158,0.247,0.456,0.424,0.303,rightnopunch
1270,0.366,0.262,0.182,0.277,0.81,0.553,lefthook
1271,1.468,1.728,3.054,12.405,10.185,7.622,righthook
1272,0.492,0.416,0.302,0.626,0.974,0.575,lefthook
1273,0.436,0.175,0.192,0.481,0.366,0.608,leftnopunch
1274,1.878,1.413,1.532,4.056,6.635,6.156,righthook
1275,2.1,1.7,1.651,3.319,6.641,6.334,leftuppercut
1276,1.452,1.898,2.318,9.291,6.331,6.407,lefthook
1277,2.05,1.899,1.793,3.89,7.71,8.199,rightuppercut
1278,0.378,0.255,0.354,0.944,0.463,0.85,rightnopunch
1279,0.249,0.085,0.055,0.126,0.174,0.231,rightuppercut
1280,1.474,2.045,1.093,2.489,4.198,1.707,jab
1281,2.01,1.479,1.443,3.176,6.28,5.588,righthook
1282,2.737,2.375,1.968,7.762,12.074,10.956,rightuppercut
1283,2.846,1.543,1.677,4.412,7.299,5.737,righthook
1284,1.825,2.512,3.12,14.141,12.265,8.349,righthook
1285,1.136,3.245,1.515,5.907,7.855,5.599,jab
1286,1.177,1.538,2.641,12.971,10.326,7.787,lefthook
1287,0.963,0.179,0.397,1.007,0.868,2.131,rightuppercut
1288,0.691,0.639,0.739,4.385,3.037,0.939,rightuppercut
1289,1.112,3.351,1.623,3.88,6.485,5.85,jab
1290,1.012,2.551,3.845,16.731,14.183,8.948,righthook
1291,0.353,0.292,0.511,0.738,0.661,0.748,rightnopunch
1292,1.503,2.33,2.306,9.318,8.702,10.097,lefthook
1293,1.075,0.947,0.677,2.341,3.643,3.114,righthook
1294,0.835,0.189,0.277,0.611,0.576,1.061,rightuppercut
1295,1.023,2.085,1.857,7.848,8.056,5.039,cross
1296,0.204,0.28,0.388,0.602,0.617,0.555,rightnopunch
1297,1.824,1.882,1.95,3.803,7.528,7.802,rightuppercut
1298,0.898,2.68,1.751,5.309,7.429,5.862,jab
1299,1.39,1.615,1.345,2.363,4.05,2.125,leftuppercut
1300,1.587,3.023,1.756,7.878,9.434,5.758,cross
1301,0.288,0.275,0.177,0.321,0.321,0.46,leftnopunch
1302,0.814,2.275,1.58,4.768,7.415,4.409,jab
1303,0.361,0.466,0.3,0.469,0.752,0.485,rightnopunch
1304,0.391,0.358,0.275,1.564,1.657,1.229,leftnopunch
1305,0.181,0.205,0.121,0.489,0.702,0.729,leftnopunch
1306,1.079,2.477,1.635,4.113,6.994,4.265,jab
1307,1.304,0.571,1.217,2.975,3.727,3.591,righthook
1308,1.689,1.344,1.754,3.805,6.807,5.811,righthook
1309,0.649,0.173,0.273,0.697,0.6,0.821,leftnopunch
1310,1.588,3.118,1.711,7.331,10.165,7.451,cross
1311,1.884,4.177,1.676,6.355,8.822,6.395,jab
1312,1.531,2.268,2.162,10.607,11.238,6.812,cross
1313,0.861,0.611,1.042,2.859,3.702,5.027,righthook
1314,0.197,0.205,0.227,0.394,0.67,0.517,leftnopunch
1315,0.074,0.066,0.264,0.145,0.315,0.102,leftuppercut
1316,0.245,0.328,0.439,0.508,0.409,0.622,rightnopunch
1317,2.344,1.52,1.213,1.918,7.192,6.677,leftuppercut
1318,0.204,0.243,0.571,0.56,0.688,0.433,rightnopunch
1319,0.118,0.138,0.15,0.241,0.13,0.183,rightnopunch
1320,0.126,0.127,0.068,0.29,0.305,0.211,rightnopunch
1321,2.918,2.811,2.231,10.114,13.386,12.708,rightuppercut
1322,1.49,2.561,1.681,5.191,7.703,6.801,jab
1323,0.641,0.665,0.824,3.465,3.302,2.96,righthook
1324,0.837,1.046,0.98,4.295,2.243,2.366,lefthook
1325,2.573,1.429,1.928,3.208,7.898,6.093,lefthook
1326,1.451,2.449,2.338,9.961,9.24,5.583,cross
1327,1.247,1.325,1.472,2.264,4.434,2.359,lefthook
1328,1.586,1.529,2.676,12.66,11.163,7.346,righthook
1329,1.161,1.969,1.921,8.034,7.796,4.853,cross
1330,0.551,2.647,1.154,2.91,3.239,2.104,cross
1331,2.177,2.009,2.013,3.321,6.648,8.639,rightuppercut
1332,0.632,1.506,1.282,2.532,5.645,1.473,cross
1333,0.643,2.989,1.583,3.785,3.025,2.662,jab
1334,0.618,2.056,1.168,3.184,2.599,2.701,cross
1335,1.824,4.007,1.711,8.165,9.093,7.34,jab
1336,1.647,2.65,1.548,4.497,5.708,6.183,leftuppercut
1337,1.058,2.224,1.407,1.53,3.854,2.082,jab
1338,0.991,0.946,0.714,2.67,4.356,2.914,lefthook
1339,0.886,0.45,0.45,0.385,0.843,0.844,righthook
1340,2.085,2.095,1.891,3.601,7.001,7.162,rightuppercut
1341,1.469,1.964,2.019,5.512,6.062,6.331,rightuppercut
1342,2.082,2.006,2.033,3.998,9.455,9.848,rightuppercut
1343,0.235,0.279,0.196,0.457,0.489,1.089,leftnopunch
1344,2.112,2.146,1.363,3.891,7.555,7.059,leftuppercut
1345,0.395,0.757,0.65,3.144,2.51,2.878,righthook
