,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
5964,0.069,0.032,0.034,0.079,0.074,0.136,rightuppercut
5965,0.29,0.242,0.086,0.664,0.481,0.873,leftnopunch
5966,1.954,1.317,0.96,4.093,6.154,5.849,rightuppercut
5967,0.419,0.373,0.417,1.718,2.348,1.533,leftuppercut
5968,0.354,1.03,0.415,2.298,3.718,2.159,cross
5969,0.077,0.073,0.079,0.111,0.145,0.077,righthook
5970,1.696,3.079,3.156,11.484,11.779,8.275,cross
5971,0.581,0.521,0.272,1.011,1.224,0.441,rightnopunch
5972,2.846,1.949,1.792,5.373,9.364,10.33,rightuppercut
5973,0.281,0.293,0.433,0.576,0.6,0.668,rightnopunch
5974,0.484,1.248,1.191,6.353,4.158,2.147,cross
5975,1.267,5.029,2.124,5.55,11.314,7.604,jab
5976,0.219,0.226,0.443,0.624,0.474,0.368,rightnopunch
5977,0.535,0.13,0.148,0.178,0.619,0.637,rightuppercut
5978,2.606,5.592,2.191,10.34,12.065,9.545,jab
5979,0.219,0.195,0.203,0.3,0.143,0.321,rightnopunch
5980,0.476,1.106,0.273,2.09,2.221,2.129,jab
5981,1.603,2.87,2.559,8.122,11.103,7.53,cross
5982,1.154,5.311,2.84,8.15,6.212,4.959,jab
5983,1.586,1.36,0.944,1.884,7.34,3.093,leftuppercut
5984,0.431,1.597,0.927,2.348,3.095,1.579,cross
5985,0.401,1.118,1.248,1.343,2.297,2.237,rightuppercut
5986,0.871,1.898,0.85,3.807,3.893,2.74,jab
5987,1.504,2.614,1.69,4.804,8.146,5.439,leftuppercut
5988,0.852,0.912,1.821,4.999,4.561,3.936,lefthook
5989,0.17,0.264,0.25,0.197,0.205,0.426,cross
5990,2.578,2.241,1.331,3.953,12.992,9.433,leftuppercut
5991,0.114,0.132,0.161,0.15,0.217,0.458,leftnopunch
5992,3.279,1.585,1.29,8.383,14.541,13.33,leftuppercut
5993,2.024,4.173,2.884,9.39,13.613,7.911,jab
5994,0.12,0.114,0.099,0.261,0.159,0.224,rightnopunch
5995,0.761,2.857,1.628,7.801,5.434,4.084,jab
5996,1.541,3.34,1.998,3.781,4.862,11.314,leftuppercut
5997,0.145,0.291,0.381,1.363,1.525,0.819,rightnopunch
5998,0.571,1.642,0.612,2.751,2.133,3.794,jab
5999,1.039,1.119,2.706,6.996,6.107,5.108,rightuppercut
6000,1.549,1.62,0.935,4.243,8.623,6.518,lefthook
6001,3.493,1.657,2.608,6.882,15.393,12.355,righthook
6002,0.365,0.27,0.112,0.417,0.467,0.861,righthook
6003,2.063,3.949,3.423,12.671,10.344,7.232,cross
6004,2.279,1.935,3.496,12.558,8.567,8.7,lefthook
6005,1.335,2.382,2.086,7.832,11.061,8.094,lefthook
6006,0.098,0.059,0.186,0.152,0.193,0.119,leftuppercut
6007,0.314,0.272,0.518,0.209,0.617,0.603,leftnopunch
6008,0.368,0.382,0.078,0.206,0.268,0.37,leftnopunch
6009,0.406,0.386,0.988,2.854,4.445,3.108,rightnopunch
6010,3.029,1.99,1.09,4.017,13.88,8.73,leftuppercut
6011,0.396,1.013,0.708,2.172,1.779,2.11,jab
6012,1.52,1.509,1.183,2.564,6.225,2.688,rightuppercut
6013,0.33,0.24,0.453,0.69,0.74,0.611,rightnopunch
6014,1.088,1.463,0.821,3.563,4.065,2.0,lefthook
6015,0.567,0.237,0.185,0.961,0.956,1.167,leftnopunch
6016,0.631,0.207,0.25,0.131,0.695,1.114,rightuppercut
6017,0.687,0.973,2.239,5.642,5.964,2.69,righthook
6018,0.442,0.316,0.209,1.211,0.634,0.856,rightnopunch
6019,3.405,1.302,3.37,3.441,12.798,8.688,lefthook
6020,0.545,1.176,0.25,2.319,3.149,2.018,leftuppercut
6021,0.33,0.453,0.389,1.342,1.029,0.773,leftuppercut
6022,1.14,1.626,2.318,10.34,11.198,9.769,lefthook
6023,2.105,3.051,2.847,13.035,15.411,8.497,cross
6024,0.707,0.926,0.868,1.966,1.044,0.699,leftuppercut
6025,1.172,2.241,2.294,2.18,5.391,1.752,jab
6026,0.33,0.28,0.225,0.174,0.168,0.166,rightnopunch
6027,1.665,2.054,2.25,5.672,8.325,6.205,leftuppercut
6028,0.722,5.01,2.606,8.459,7.33,4.677,jab
6029,0.215,0.656,0.535,1.182,0.738,0.904,rightuppercut
6030,0.649,0.806,0.972,4.01,3.621,2.214,righthook
6031,1.968,2.301,4.21,18.859,15.383,11.479,righthook
6032,0.088,0.512,0.206,0.171,0.236,0.315,cross
6033,0.317,0.294,0.272,0.781,0.667,0.721,rightnopunch
6034,1.068,1.494,1.591,2.952,7.294,1.517,cross
6035,0.368,0.457,0.677,2.692,1.796,1.816,rightnopunch
6036,0.257,0.139,0.067,0.237,0.223,0.448,righthook
6037,0.081,0.107,0.106,0.212,0.204,0.277,righthook
6038,0.061,0.099,0.056,0.112,0.093,0.187,jab
6039,0.173,0.544,0.281,1.72,1.637,2.327,jab
6040,0.217,0.322,0.157,0.367,0.25,0.076,rightnopunch
6041,0.044,0.059,0.042,0.069,0.063,0.166,rightuppercut
6042,0.672,1.168,0.887,3.345,4.082,2.302,cross
6043,0.22,0.659,0.258,1.929,2.311,2.753,jab
6044,1.596,1.006,1.302,4.329,4.294,4.012,righthook
6045,0.059,0.06,0.035,0.099,0.064,0.104,cross
6046,0.94,0.464,0.503,2.443,1.82,1.742,lefthook
6047,0.597,0.655,0.413,0.848,0.855,0.726,lefthook
6048,0.209,0.113,0.179,0.261,0.337,0.59,righthook
6049,0.487,1.14,0.563,3.212,2.359,3.538,jab
6050,2.756,1.356,1.496,4.07,6.537,9.766,righthook
6051,1.893,1.5,1.708,3.329,6.056,5.821,righthook
6052,1.034,1.638,1.719,5.884,9.263,2.754,cross
6053,4.061,1.901,2.417,10.636,18.356,15.118,rightuppercut
6054,0.612,1.283,0.567,4.764,6.328,2.437,cross
6055,0.62,1.451,0.511,2.533,0.841,1.635,righthook
6056,4.213,2.411,2.209,4.205,18.577,17.86,leftuppercut
6057,0.052,0.063,0.051,0.118,0.054,0.109,jab
6058,3.737,2.482,2.056,4.199,19.467,15.667,rightuppercut
6059,1.419,1.397,2.782,12.927,6.661,7.506,lefthook
6060,1.309,3.799,2.902,3.162,9.817,3.862,cross
6061,0.145,0.288,0.21,1.111,0.762,1.921,leftnopunch
6062,0.445,0.705,0.329,2.526,2.663,2.786,lefthook
6063,1.663,0.2,0.501,0.924,1.439,3.376,rightuppercut
6064,0.531,0.884,1.482,5.441,5.574,2.89,righthook
6065,1.049,2.092,4.185,16.828,18.354,9.728,righthook
6066,0.32,0.622,0.829,2.11,2.491,2.582,rightnopunch
6067,0.198,0.241,0.202,0.287,1.235,0.69,lefthook
6068,0.47,0.205,0.201,0.81,0.628,0.826,leftnopunch
6069,0.401,1.055,0.427,1.828,0.725,0.407,leftuppercut
6070,0.204,0.383,0.398,2.065,1.922,1.431,leftnopunch
6071,0.385,0.632,0.213,1.013,0.607,0.59,cross
6072,0.431,0.731,0.307,1.342,0.543,0.468,righthook
6073,0.119,0.032,0.073,0.093,0.206,0.12,righthook
6074,0.372,0.156,0.429,0.604,0.344,0.147,rightnopunch
6075,0.234,0.261,0.287,0.629,0.451,0.816,rightnopunch
6076,1.932,1.024,0.844,3.419,5.065,4.766,rightuppercut
6077,0.248,0.167,0.089,0.428,0.553,0.332,rightnopunch
6078,1.081,1.825,4.866,19.754,14.931,10.724,righthook
6079,2.912,1.56,1.236,5.042,7.63,8.146,rightuppercut
6080,0.162,0.162,0.051,0.19,0.131,0.082,leftnopunch
6081,0.076,0.05,0.052,0.081,0.138,0.156,cross
6082,2.438,4.139,3.735,14.965,15.047,9.668,cross
6083,0.057,0.108,0.145,0.265,0.24,0.104,rightnopunch
6084,0.11,0.173,0.163,1.222,0.409,1.173,leftnopunch
6085,0.602,1.167,0.681,2.02,1.059,0.936,leftuppercut
6086,0.355,0.684,0.518,1.11,0.981,0.544,leftuppercut
6087,1.294,2.795,2.097,2.879,6.019,1.786,jab
6088,0.319,0.449,0.623,1.974,2.635,1.636,rightnopunch
6089,2.25,3.851,3.241,4.147,6.615,3.665,jab
6090,1.611,2.288,1.281,5.796,8.223,5.406,lefthook
6091,1.799,2.331,1.411,2.129,5.24,2.64,jab
6092,1.457,3.967,2.356,8.304,13.472,7.296,jab
6093,0.916,1.799,1.758,2.715,8.718,2.383,cross
6094,0.445,1.106,0.553,2.285,1.292,2.475,leftuppercut
6095,0.291,0.56,0.337,1.301,1.564,2.448,jab
6096,1.181,3.006,2.64,4.223,10.641,2.616,cross
6097,1.838,4.966,2.209,8.315,11.775,8.039,jab
6098,1.392,0.219,0.666,1.253,1.333,3.523,righthook
6099,0.347,0.512,0.268,2.179,2.0,2.504,jab
6100,0.115,0.049,0.179,0.191,0.274,0.075,leftuppercut
6101,4.117,2.26,2.078,3.408,11.923,12.451,leftuppercut
6102,4.207,3.338,2.177,5.421,18.835,18.434,leftuppercut
6103,2.613,4.44,2.648,3.362,8.341,3.79,jab
6104,0.817,0.275,0.182,0.152,0.783,1.2,rightuppercut
6105,1.896,2.229,3.915,17.986,13.142,9.968,lefthook
6106,0.723,0.863,1.006,2.785,2.731,1.782,cross
6107,0.151,0.166,0.156,0.532,0.291,0.545,leftnopunch
6108,1.437,1.117,4.417,14.954,14.804,11.264,lefthook
6109,0.161,0.136,0.064,0.418,0.332,0.503,leftnopunch
6110,0.547,0.94,0.915,2.182,0.773,0.931,leftuppercut
6111,0.136,0.127,0.063,0.283,0.181,0.308,leftnopunch
6112,0.649,0.687,0.452,2.199,1.215,2.883,lefthook
6113,0.255,0.294,0.073,0.257,0.347,0.845,righthook
6114,0.055,0.039,0.036,0.139,0.077,0.122,cross
6115,0.027,0.181,0.05,0.08,0.076,0.162,cross
6116,2.165,2.354,3.098,13.74,11.612,10.138,lefthook
6117,0.424,0.437,0.644,0.864,0.946,1.098,rightnopunch
6118,1.043,3.103,0.984,6.522,10.628,4.755,cross
6119,1.2,3.281,1.851,4.399,7.578,6.02,jab
6120,0.384,0.374,0.527,0.537,0.66,0.549,rightnopunch
6121,1.125,0.987,1.312,2.366,6.487,3.334,leftuppercut
6122,0.321,0.12,0.176,0.34,0.263,0.351,leftnopunch
6123,0.904,0.601,1.28,4.459,3.655,2.941,righthook
6124,0.25,0.083,0.078,0.199,0.124,0.351,leftnopunch
6125,0.286,0.807,0.612,2.553,1.887,1.769,leftuppercut
6126,0.506,0.228,0.086,0.19,0.394,0.697,rightuppercut
6127,1.928,4.195,3.111,14.142,14.417,9.649,cross
6128,1.688,2.28,4.341,16.117,16.101,12.18,lefthook
6129,3.679,2.594,3.3,7.549,16.471,14.72,lefthook
6130,1.116,1.135,1.18,1.874,8.187,3.951,leftuppercut
6131,0.494,0.874,0.389,0.224,0.569,0.437,jab
6132,2.307,2.631,3.116,13.877,12.355,11.516,lefthook
6133,0.555,0.716,0.885,2.19,1.386,1.528,rightuppercut
6134,0.258,0.184,0.122,0.515,0.2,0.21,rightnopunch
6135,0.049,0.048,0.021,0.045,0.104,0.069,lefthook
6136,0.668,0.879,0.516,0.826,1.428,1.125,lefthook
6137,0.465,0.428,0.416,0.932,1.222,0.95,rightnopunch
6138,2.481,1.49,1.059,3.476,7.064,6.708,rightuppercut
6139,0.357,0.174,0.177,0.152,0.717,0.889,rightuppercut
6140,1.499,1.108,1.715,4.175,5.026,6.36,righthook
6141,0.859,1.107,1.437,4.699,4.213,2.96,lefthook
6142,1.337,2.985,2.903,8.353,11.986,7.91,jab
6143,1.742,3.383,3.371,15.989,15.723,8.513,cross
6144,1.246,2.657,1.882,4.29,5.665,9.344,leftuppercut
6145,0.067,0.088,0.103,0.163,0.259,0.159,lefthook
6146,0.04,0.05,0.034,0.174,0.073,0.12,cross
6147,0.381,0.457,0.135,1.185,0.937,0.751,jab
6148,0.047,0.073,0.091,0.095,0.122,0.074,lefthook
6149,2.252,2.951,3.088,14.243,11.802,9.277,lefthook
6150,3.795,3.22,2.638,3.838,11.172,15.238,rightuppercut
6151,0.289,0.282,0.212,0.964,0.607,1.15,rightnopunch
6152,2.919,1.151,3.52,5.281,13.232,9.806,lefthook
6153,1.075,5.181,3.117,8.033,7.774,6.314,jab
6154,0.354,0.633,0.659,1.354,0.862,0.762,rightuppercut
6155,0.191,0.533,0.592,0.991,0.677,0.583,lefthook
6156,0.113,0.102,0.106,0.252,0.295,0.427,cross
6157,0.075,0.064,0.06,0.186,0.28,0.294,cross
6158,0.154,0.156,0.149,0.294,0.442,0.231,rightnopunch
6159,1.093,1.861,1.733,7.253,10.945,6.634,lefthook
6160,3.807,1.54,2.352,6.849,15.803,12.644,righthook
6161,1.671,2.235,3.432,13.72,12.156,10.604,lefthook
6162,0.473,1.814,0.668,2.252,1.398,1.544,cross
6163,0.919,0.908,1.173,2.697,1.581,1.161,leftuppercut
6164,0.134,0.076,0.051,0.138,0.16,0.18,righthook
6165,1.848,2.665,5.198,23.173,19.583,11.906,righthook
6166,0.95,0.152,0.226,0.316,0.546,0.954,rightuppercut
6167,0.089,0.289,0.281,0.291,0.218,0.497,cross
6168,0.275,0.277,0.537,0.65,0.554,0.928,rightnopunch
6169,0.246,0.646,0.33,1.297,0.746,0.488,righthook
6170,0.411,1.099,0.605,1.493,0.97,0.81,rightuppercut
6171,0.145,0.126,0.11,0.35,0.253,0.164,rightnopunch
6172,0.581,0.542,0.155,1.676,1.332,0.402,cross
6173,0.171,0.144,0.185,0.437,0.752,0.543,rightnopunch
6174,3.458,3.833,2.408,4.601,10.856,11.737,leftuppercut
6175,0.044,0.069,0.134,0.293,0.261,0.096,rightnopunch
6176,0.578,0.458,0.621,0.435,0.991,0.707,rightnopunch
6177,1.365,4.481,2.949,7.779,12.172,6.567,jab
6178,1.472,1.439,0.649,2.449,4.051,4.184,leftuppercut
6179,1.749,0.957,0.841,1.01,1.335,1.592,righthook
6180,0.183,0.297,0.766,2.05,2.574,2.209,rightnopunch
6181,0.839,1.192,1.243,4.58,2.686,2.888,righthook
6182,3.189,1.623,3.904,8.872,15.967,11.317,lefthook
6183,3.288,5.926,3.141,9.207,13.918,12.26,jab
6184,0.904,1.913,1.223,7.507,5.336,4.122,cross
6185,0.757,3.172,0.34,4.319,4.51,3.081,jab
6186,1.109,2.221,1.335,4.751,7.569,5.082,jab
6187,0.227,0.163,0.188,0.649,0.287,0.618,leftnopunch
6188,1.178,1.324,1.212,5.172,2.62,3.022,righthook
6189,0.65,0.216,0.679,0.456,1.106,0.617,rightnopunch
6190,3.186,1.552,2.982,4.969,10.754,10.211,lefthook
6191,3.081,5.781,2.339,8.897,11.124,10.662,jab
6192,0.233,0.306,0.48,1.754,1.403,1.24,leftnopunch
6193,0.278,0.068,0.232,0.274,0.486,0.358,leftnopunch
6194,2.191,2.165,1.389,2.288,9.558,4.377,lefthook
6195,0.306,0.793,0.81,1.882,1.533,1.227,rightuppercut
6196,0.905,1.902,2.803,12.393,9.929,8.768,lefthook
6197,0.19,0.628,0.666,1.932,2.713,2.192,rightnopunch
6198,5.044,3.212,3.066,11.658,20.77,22.632,rightuppercut
6199,2.484,4.254,2.479,3.638,7.291,2.858,jab
6200,0.042,0.029,0.014,0.098,0.099,0.126,righthook
6201,0.287,0.46,0.27,0.789,0.993,0.65,jab
6202,2.82,1.651,1.702,5.336,7.442,8.418,rightuppercut
6203,0.305,0.24,0.33,1.004,0.68,0.575,rightnopunch
6204,0.023,0.052,0.022,0.071,0.073,0.091,righthook
6205,1.903,3.369,3.388,4.145,9.612,3.105,cross
6206,0.222,0.576,0.41,0.352,0.206,0.791,cross
6207,1.643,1.997,3.2,11.837,14.68,6.358,cross
6208,0.176,0.105,0.084,0.251,0.151,0.24,righthook
6209,0.76,1.726,1.591,2.796,4.228,4.701,rightuppercut
6210,0.663,2.069,0.993,7.015,9.67,4.053,cross
6211,0.463,1.526,0.658,2.296,1.229,1.294,lefthook
6212,1.113,1.161,1.083,4.978,3.228,3.325,righthook
6213,3.436,2.836,2.554,9.171,11.919,14.73,rightuppercut
6214,0.534,0.455,0.747,2.683,3.478,1.958,rightnopunch
6215,1.248,1.224,1.126,2.931,6.506,3.637,leftuppercut
6216,0.137,0.116,0.096,0.234,0.178,0.127,rightnopunch
6217,2.443,4.062,2.194,7.316,11.56,9.024,jab
6218,0.321,0.587,0.77,2.342,2.928,2.638,rightnopunch
6219,0.165,0.089,0.102,0.17,0.217,0.368,leftnopunch
6220,0.546,1.27,0.428,1.378,1.752,0.758,jab
6221,2.48,2.28,3.537,15.962,14.678,12.066,lefthook
6222,1.125,2.47,2.65,3.364,8.487,1.07,cross
6223,0.224,0.191,0.242,0.294,0.907,0.747,leftnopunch
6224,0.691,0.231,0.422,0.766,0.405,0.615,leftnopunch
6225,0.382,0.327,0.266,1.279,0.452,1.515,rightnopunch
6226,0.066,0.045,0.105,0.069,0.067,0.094,jab
6227,0.876,0.136,0.357,0.338,0.433,0.815,rightuppercut
6228,0.084,0.064,0.085,0.149,0.171,0.247,cross
6229,0.429,0.165,0.33,0.621,0.276,0.893,rightnopunch
6230,0.049,0.124,0.038,0.139,0.082,0.181,cross
6231,1.042,1.824,0.749,5.027,3.011,5.452,jab
6232,0.15,0.199,0.216,0.29,0.514,0.446,leftnopunch
6233,0.121,0.118,0.118,0.248,0.321,0.172,rightnopunch
6234,0.05,0.072,0.063,0.176,0.123,0.146,cross
6235,3.021,3.095,2.574,7.295,11.264,12.17,rightuppercut
6236,0.355,0.155,0.274,0.304,0.405,0.314,rightnopunch
6237,0.752,0.397,0.183,0.632,0.86,0.374,rightnopunch
6238,0.329,0.464,0.378,0.326,1.018,0.302,lefthook
6239,0.388,0.218,0.299,0.612,0.608,0.576,rightnopunch
6240,4.111,2.542,2.157,5.251,17.131,14.775,leftuppercut
6241,0.033,0.085,0.044,0.081,0.072,0.089,jab
6242,0.529,1.1,0.948,5.252,3.884,3.227,cross
6243,2.381,3.162,1.278,3.714,6.214,7.572,jab
6244,0.574,0.817,0.358,2.044,2.014,1.615,lefthook
6245,0.493,0.268,0.381,0.305,0.999,0.35,lefthook
6246,0.031,0.061,0.021,0.074,0.049,0.115,jab
6247,0.609,0.844,2.448,8.516,8.048,5.81,righthook
6248,0.324,0.095,0.317,0.535,0.454,0.444,rightnopunch
6249,0.288,0.122,0.068,0.33,0.521,0.209,leftnopunch
6250,0.062,0.136,0.053,0.219,0.279,0.426,jab
6251,0.057,0.107,0.072,0.151,0.149,0.129,leftnopunch
6252,1.476,2.13,3.591,16.132,14.813,10.763,lefthook
6253,0.252,0.182,0.226,0.383,0.366,0.694,leftnopunch
6254,1.623,3.882,2.789,3.342,7.007,3.91,jab
6255,5.003,3.565,3.221,14.685,19.374,22.442,rightuppercut
6256,0.478,0.626,0.681,3.962,3.823,1.775,cross
6257,2.076,3.576,2.476,3.201,7.094,2.735,jab
6258,0.224,0.309,0.222,0.927,1.503,1.669,leftnopunch
6259,0.49,0.165,0.181,0.406,0.162,0.419,leftnopunch
6260,0.275,0.111,0.366,0.608,0.678,0.3,rightnopunch
6261,0.787,0.864,0.399,3.71,5.535,3.24,cross
6262,0.027,0.032,0.018,0.097,0.041,0.075,rightuppercut
6263,0.284,0.932,0.733,1.595,1.095,0.885,lefthook
6264,1.256,1.371,1.293,2.029,1.207,0.92,leftuppercut
6265,0.807,1.301,1.644,6.106,3.103,2.398,cross
6266,1.013,1.355,1.347,4.591,3.772,3.79,rightuppercut
6267,3.268,1.642,1.358,5.047,14.434,10.683,leftuppercut
6268,1.251,1.229,2.778,10.852,6.814,3.17,righthook
6269,0.628,0.291,0.443,0.824,0.479,1.07,rightnopunch
6270,0.855,2.812,2.388,3.53,8.031,2.723,cross
6271,0.288,0.465,0.664,2.034,2.559,2.162,rightnopunch
6272,2.611,1.931,2.162,5.451,13.058,10.205,righthook
6273,0.938,2.198,2.741,2.235,6.433,1.589,cross
6274,0.239,0.077,0.058,0.137,0.243,0.534,leftnopunch
6275,1.02,2.405,2.149,2.635,4.362,5.642,rightuppercut
6276,1.84,2.233,2.617,10.679,8.278,6.597,cross
6277,1.867,4.56,2.893,7.625,11.933,7.064,jab
6278,0.294,0.65,0.309,1.872,1.871,1.519,leftuppercut
6279,0.66,2.138,1.06,1.72,2.395,0.709,cross
6280,0.638,0.769,0.782,1.14,1.485,0.635,lefthook
6281,0.71,0.977,0.651,3.042,3.652,2.511,cross
6282,0.136,0.116,0.048,0.231,0.143,0.415,leftnopunch
6283,0.361,0.408,0.926,0.608,1.187,0.32,rightnopunch
6284,0.129,0.231,0.285,0.816,1.034,0.512,rightnopunch
6285,2.006,3.712,4.824,21.649,17.485,11.813,righthook
6286,0.374,1.045,0.504,1.899,1.344,2.276,jab
6287,0.251,0.34,0.298,0.624,1.33,0.483,rightnopunch
6288,0.85,1.293,1.125,4.066,5.694,3.102,lefthook
6289,3.57,1.952,2.541,5.027,15.559,13.23,righthook
6290,2.855,1.356,2.482,7.199,7.982,6.862,rightuppercut
6291,1.362,0.498,1.069,1.251,2.138,1.815,leftuppercut
6292,1.689,2.633,2.837,5.647,11.289,7.285,lefthook
6293,0.216,0.154,0.215,0.494,0.297,0.495,leftnopunch
6294,1.585,2.361,4.189,18.103,15.459,11.753,lefthook
6295,0.42,0.299,0.253,0.759,0.364,0.602,leftnopunch
6296,0.105,0.305,0.121,0.938,0.721,1.499,leftuppercut
6297,0.672,1.004,1.764,5.26,4.989,2.752,righthook
6298,0.823,0.476,0.699,1.389,1.257,0.85,righthook
6299,0.255,0.199,0.3,0.315,0.853,0.302,leftuppercut
6300,1.038,3.434,1.838,5.837,4.172,3.495,cross
6301,1.726,2.621,1.471,3.202,6.289,3.09,jab
6302,1.113,1.5,2.77,13.777,8.319,3.851,righthook
6303,0.354,0.647,0.51,2.584,2.306,2.0,jab
6304,0.948,0.639,0.701,1.213,2.822,1.234,rightuppercut
6305,1.12,2.938,1.9,3.046,6.891,11.563,rightuppercut
6306,2.385,6.478,2.336,12.167,15.348,11.128,jab
6307,0.24,0.252,0.314,0.23,0.978,0.466,leftuppercut
6308,0.283,0.733,0.309,1.227,2.311,2.418,jab
6309,1.504,0.737,1.556,2.702,5.953,3.176,leftuppercut
6310,1.212,3.924,2.868,5.643,6.273,4.588,cross
6311,0.241,0.63,0.614,1.303,1.065,0.934,rightuppercut
6312,1.116,2.07,1.596,12.184,5.421,3.182,cross
6313,0.579,0.819,0.553,3.28,3.067,1.227,rightuppercut
6314,4.29,3.03,2.353,7.73,15.466,14.217,leftuppercut
6315,0.438,0.336,0.65,0.725,0.741,0.748,rightnopunch
6316,2.708,1.574,1.532,3.637,7.458,9.915,righthook
6317,0.396,0.252,0.489,0.33,0.375,0.298,leftnopunch
6318,0.699,2.503,1.035,2.631,1.592,1.304,cross
6319,0.369,0.166,0.152,0.245,0.265,0.334,leftnopunch
6320,0.035,0.067,0.131,0.263,0.133,0.132,rightnopunch
6321,0.441,0.416,0.457,1.619,1.472,2.105,leftnopunch
6322,0.065,0.131,0.077,0.136,0.084,0.202,jab
6323,0.621,0.058,0.177,0.286,0.567,0.705,rightuppercut
6324,1.699,3.645,2.731,13.278,14.705,8.796,cross
6325,0.574,0.551,0.3,0.754,1.675,1.086,lefthook
6326,0.219,0.369,0.291,1.191,0.573,0.7,jab
6327,0.27,0.534,0.82,2.186,2.513,1.856,rightnopunch
6328,0.64,1.756,0.951,1.501,1.694,0.854,jab
6329,0.255,0.149,0.306,0.207,0.259,0.143,rightnopunch
6330,0.355,0.185,0.552,0.534,0.574,0.604,rightnopunch
6331,1.564,1.589,1.221,1.998,6.491,3.839,rightuppercut
6332,0.019,0.047,0.027,0.089,0.074,0.107,jab
6333,0.463,0.132,1.034,0.928,1.071,0.53,leftuppercut
6334,1.519,1.027,0.776,2.612,2.945,1.946,leftuppercut
6335,1.519,1.777,1.297,4.692,8.389,6.179,lefthook
6336,2.105,2.236,3.778,13.707,12.739,10.433,lefthook
6337,0.03,0.036,0.046,0.074,0.122,0.116,righthook
6338,0.998,2.713,1.68,5.43,5.684,4.511,cross
6339,1.874,0.264,0.44,0.798,0.694,1.767,rightuppercut
6340,0.351,0.813,0.26,1.458,0.911,1.103,leftuppercut
6341,3.186,2.986,2.569,5.817,11.168,10.062,leftuppercut
6342,2.219,3.512,3.696,11.521,12.866,10.806,cross
6343,1.749,1.332,1.101,1.903,2.367,3.99,righthook
6344,1.748,2.374,1.086,6.479,5.305,7.969,rightuppercut
6345,0.351,0.149,0.209,0.73,0.267,0.493,leftnopunch
6346,2.208,3.453,3.825,11.613,12.136,8.299,cross
6347,0.752,0.357,0.316,0.627,0.281,0.759,leftnopunch
6348,1.744,1.238,1.222,2.663,5.747,4.919,righthook
6349,0.376,0.624,0.934,1.55,1.45,1.404,rightuppercut
6350,0.33,0.136,0.103,0.23,0.428,0.528,leftnopunch
6351,0.567,0.143,0.257,0.347,1.14,1.593,righthook
6352,1.337,3.363,1.41,9.325,10.65,4.745,cross
6353,2.623,1.67,2.047,6.18,13.323,11.386,righthook
6354,0.144,0.208,0.194,0.222,0.279,0.125,rightnopunch
6355,0.353,0.229,0.243,0.679,0.69,0.331,rightnopunch
6356,0.459,1.068,0.592,3.045,2.103,2.422,jab
6357,1.604,2.093,3.546,13.749,12.604,9.662,lefthook
6358,0.573,1.208,0.784,1.567,1.495,0.868,leftuppercut
6359,2.172,4.079,2.588,2.993,6.258,2.69,jab
6360,2.652,3.393,3.012,6.091,9.928,10.714,rightuppercut
6361,0.655,3.372,1.951,6.854,5.974,4.93,jab
6362,0.026,0.03,0.04,0.069,0.102,0.073,rightuppercut
6363,0.076,0.046,0.05,0.127,0.164,0.1,rightuppercut
6364,2.105,1.78,1.38,7.54,11.112,7.57,rightuppercut
6365,0.215,0.412,0.457,1.295,1.687,0.792,rightnopunch
6366,0.72,1.329,0.669,2.588,3.207,2.446,jab
6367,0.345,0.289,0.226,0.863,0.671,0.416,cross
6368,3.911,3.26,2.68,7.788,13.225,12.963,righthook
6369,0.809,0.671,1.596,4.63,6.428,3.904,lefthook
6370,0.087,0.041,0.084,0.051,0.161,0.082,leftuppercut
6371,1.263,1.16,1.069,2.867,7.866,4.789,leftuppercut
6372,1.357,1.395,1.176,5.309,8.097,4.321,lefthook
6373,0.686,0.701,0.342,1.871,1.871,1.889,leftuppercut
6374,1.573,2.474,3.185,14.225,14.839,4.925,cross
6375,3.567,1.889,2.343,5.587,16.551,14.66,righthook
6376,0.362,0.238,0.231,0.574,0.409,0.611,leftnopunch
6377,0.181,0.216,0.381,1.568,2.223,0.843,rightnopunch
6378,0.36,0.396,0.17,0.938,0.619,0.387,jab
6379,0.687,4.014,2.051,8.45,6.917,4.473,jab
6380,1.46,1.334,1.618,8.52,6.024,5.025,lefthook
6381,1.327,1.388,1.264,1.794,5.351,2.049,rightuppercut
6382,0.332,0.567,0.601,2.088,1.251,2.589,lefthook
6383,0.407,0.202,0.139,0.276,0.549,0.843,leftnopunch
6384,1.374,1.838,4.346,17.981,18.498,9.315,righthook
6385,1.926,2.028,2.26,6.919,12.281,7.839,leftuppercut
6386,1.114,2.048,2.136,6.736,4.173,8.083,rightuppercut
6387,0.653,0.518,0.913,3.82,2.341,1.734,cross
6388,0.212,0.157,0.204,0.483,0.366,0.467,rightnopunch
6389,0.598,0.627,1.245,4.185,4.016,3.009,lefthook
6390,2.033,2.515,1.453,3.216,6.644,2.645,jab
6391,1.749,1.15,0.989,2.046,4.442,1.796,righthook
6392,1.484,1.71,1.13,3.543,7.226,4.984,lefthook
6393,2.648,3.361,4.133,19.002,16.503,13.582,righthook
6394,0.096,0.061,0.073,0.109,0.184,0.126,rightuppercut
6395,0.126,0.09,0.133,0.214,0.365,0.155,leftnopunch
