,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
1478,0.471,0.355,0.324,0.633,0.592,1.084,rightnopunch
1479,1.274,1.316,0.709,1.963,4.929,1.233,leftuppercut
1480,2.546,4.075,2.468,3.354,7.586,2.911,jab
1481,0.066,0.051,0.099,0.219,0.285,0.133,leftuppercut
1482,0.279,0.678,0.54,1.104,0.733,0.757,lefthook
1483,0.365,0.735,0.409,2.912,2.875,3.039,jab
1484,2.329,1.908,1.552,5.206,1.948,6.633,leftuppercut
1485,1.672,2.209,2.987,15.072,8.92,8.211,lefthook
1486,0.435,0.363,0.685,2.051,2.847,1.542,rightnopunch
1487,0.63,0.204,0.907,0.791,1.327,0.619,leftuppercut
1488,0.162,0.266,0.208,0.236,0.462,0.539,leftnopunch
1489,2.546,1.161,2.193,4.481,7.034,5.814,righthook
1490,3.408,1.87,1.724,2.469,8.893,11.161,leftuppercut
1491,0.424,1.201,1.104,1.723,1.045,1.174,lefthook
1492,0.395,2.3,0.47,2.24,2.643,1.814,jab
1493,1.431,1.974,1.117,2.207,4.173,9.103,leftuppercut
1494,2.324,2.901,3.548,15.654,12.393,8.77,lefthook
1495,0.307,0.178,0.189,0.233,0.541,0.823,leftnopunch
1496,0.384,0.29,0.544,0.551,0.784,0.521,rightnopunch
1497,4.104,3.11,2.864,5.951,16.48,16.344,righthook
1498,1.528,4.313,2.978,9.123,10.871,5.847,jab
1499,1.909,1.412,3.023,7.285,6.683,9.466,lefthook
1500,0.355,0.585,0.932,1.294,1.236,0.81,rightuppercut
1501,0.13,0.122,0.066,0.081,0.097,0.08,lefthook
1502,0.726,0.273,0.333,0.826,1.475,0.282,rightnopunch
1503,0.323,0.622,0.645,1.651,2.945,2.374,rightnopunch
1504,0.054,0.051,0.043,0.085,0.067,0.148,cross
1505,1.579,4.2,3.064,8.422,12.034,7.505,jab
1506,0.351,0.345,0.926,2.256,2.512,2.049,rightnopunch
1507,2.424,1.181,1.473,4.958,6.928,6.825,rightuppercut
1508,0.09,0.398,0.147,0.883,1.017,1.505,leftnopunch
1509,0.16,0.26,0.332,1.6,1.107,1.438,leftnopunch
1510,0.601,0.424,0.29,2.058,1.908,2.517,leftnopunch
1511,0.127,0.073,0.111,0.401,0.095,0.181,rightnopunch
1512,0.063,0.177,0.021,0.135,0.088,0.175,cross
1513,0.499,0.887,0.837,2.29,0.833,1.093,leftuppercut
1514,2.515,1.324,1.919,5.819,6.855,7.889,rightuppercut
1515,0.792,3.704,1.81,7.799,6.088,3.941,jab
1516,5.66,3.747,3.096,11.505,21.787,24.489,rightuppercut
1517,0.069,0.091,0.108,0.243,0.166,0.035,rightnopunch
1518,0.383,0.674,0.551,2.103,1.825,2.072,jab
1519,2.047,3.866,3.86,17.499,14.474,7.519,cross
1520,0.26,0.595,0.443,3.009,2.611,2.417,jab
1521,0.114,0.233,0.169,0.269,0.172,0.205,jab
1522,0.236,0.219,0.243,0.691,0.526,0.763,rightnopunch
1523,0.285,0.662,0.834,2.418,1.908,2.1,rightnopunch
1524,0.878,4.452,2.705,6.875,5.85,4.182,jab
1525,1.26,0.993,1.499,7.369,3.189,3.774,lefthook
1526,0.314,0.088,0.284,0.209,0.354,0.323,leftnopunch
1527,0.27,0.311,0.092,0.8,0.613,0.4,jab
1528,0.624,0.337,0.705,0.797,0.327,1.268,rightnopunch
1529,2.92,4.262,2.496,8.758,10.743,9.12,jab
1530,1.405,2.318,3.246,12.963,13.536,6.436,cross
1531,0.463,0.138,0.212,0.27,0.204,0.331,leftnopunch
1532,0.247,0.218,0.223,0.995,0.787,1.618,leftuppercut
1533,0.133,0.216,0.242,0.615,0.312,0.356,rightnopunch
1534,0.548,0.123,0.143,0.194,0.268,0.691,rightuppercut
1535,0.115,1.475,0.621,1.706,0.721,1.033,cross
1536,2.291,2.161,3.646,15.106,14.748,12.369,lefthook
1537,0.454,0.605,0.382,1.573,3.015,5.74,leftuppercut
1538,0.566,1.301,1.152,2.602,1.036,1.589,rightuppercut
1539,1.869,1.278,4.204,14.336,14.224,12.078,lefthook
1540,0.422,1.013,0.706,1.274,1.468,1.114,cross
1541,1.797,0.584,0.749,0.853,2.137,4.182,rightuppercut
1542,0.182,0.164,0.208,0.583,0.219,0.579,leftnopunch
1543,0.143,0.545,0.448,1.578,2.233,2.921,jab
1544,2.348,2.87,4.103,17.356,15.889,15.214,lefthook
1545,0.584,0.121,0.142,0.176,0.452,0.68,rightuppercut
1546,3.959,2.37,1.505,5.614,14.936,16.178,leftuppercut
1547,2.735,2.211,2.095,3.933,10.263,9.478,rightuppercut
1548,3.128,4.325,2.666,5.187,11.333,13.562,rightuppercut
1549,0.04,0.029,0.043,0.067,0.065,0.047,rightuppercut
1550,0.311,0.593,0.439,0.341,1.205,0.593,lefthook
1551,0.883,1.114,1.563,5.555,3.392,3.971,lefthook
1552,1.3,2.301,1.607,2.333,5.593,2.32,jab
1553,0.936,0.589,1.76,5.135,5.682,2.85,righthook
1554,0.447,2.141,1.204,1.502,1.025,1.225,cross
1555,0.455,0.122,0.071,0.168,0.291,0.38,rightuppercut
1556,0.08,0.041,0.042,0.129,0.179,0.091,leftuppercut
1557,0.067,0.122,0.086,0.133,0.072,0.179,righthook
1558,0.032,0.074,0.023,0.124,0.057,0.119,leftnopunch
1559,0.155,0.179,0.277,0.206,0.732,0.173,lefthook
1560,1.278,1.836,0.725,2.441,2.607,1.529,lefthook
1561,0.186,0.352,0.178,1.469,0.918,0.851,cross
1562,0.462,0.493,0.613,0.812,0.928,0.827,rightnopunch
1563,0.271,2.126,1.666,2.863,4.501,2.481,cross
1564,0.12,0.04,0.059,0.096,0.18,0.131,lefthook
1565,3.784,2.524,3.406,8.636,10.814,13.45,rightuppercut
1566,0.248,0.236,0.31,0.534,0.634,0.77,righthook
1567,1.714,0.316,0.823,2.153,1.46,3.416,rightuppercut
1568,1.37,1.99,4.095,19.27,12.0,9.409,righthook
1569,0.901,2.377,2.756,3.51,8.334,2.048,cross
1570,0.286,1.124,0.449,2.341,2.148,1.02,cross
1571,0.356,0.527,0.869,2.154,2.578,1.735,rightnopunch
1572,0.492,1.024,0.593,2.589,2.11,2.55,jab
1573,0.086,0.102,0.056,0.164,0.197,0.223,rightnopunch
1574,1.255,3.14,2.752,11.722,13.754,8.081,cross
1575,0.279,0.158,0.457,0.374,0.287,0.522,rightnopunch
1576,0.475,1.817,0.525,2.731,2.531,2.925,jab
1577,4.333,2.68,3.301,12.658,18.276,18.413,rightuppercut
1578,2.879,2.633,2.522,7.144,9.037,10.927,rightuppercut
1579,1.139,2.281,2.155,3.241,6.17,2.884,jab
1580,0.474,2.129,1.16,0.612,0.964,1.24,cross
1581,3.786,2.454,3.301,5.787,11.555,10.553,righthook
1582,1.498,2.144,1.253,2.968,1.158,1.811,righthook
1583,0.538,0.11,0.193,0.352,1.022,1.033,righthook
1584,0.438,0.259,0.448,0.536,0.364,0.359,leftnopunch
1585,3.471,3.108,3.208,11.047,11.039,17.786,rightuppercut
1586,0.804,1.846,1.657,1.591,2.55,1.682,rightuppercut
1587,0.25,0.344,0.471,0.469,0.686,0.955,rightnopunch
1588,1.214,1.492,1.145,5.726,3.918,4.496,lefthook
1589,0.018,0.039,0.027,0.119,0.075,0.07,cross
1590,0.234,0.269,0.434,0.508,0.595,0.459,rightnopunch
1591,0.316,0.55,0.478,1.073,0.742,0.804,jab
1592,2.425,3.622,3.462,16.573,13.084,7.058,cross
1593,1.139,4.667,3.411,8.458,6.866,5.896,jab
1594,2.865,5.739,2.496,8.746,12.856,9.963,jab
1595,0.065,0.064,0.065,0.164,0.119,0.124,leftnopunch
1596,0.749,1.572,0.517,1.929,2.959,1.543,jab
1597,0.309,0.271,0.152,1.097,0.688,1.597,rightnopunch
1598,0.914,1.356,1.068,3.621,6.086,3.118,lefthook
1599,0.111,0.083,0.153,0.433,0.223,0.186,rightnopunch
1600,2.307,1.42,1.669,5.183,6.96,7.192,rightuppercut
1601,3.922,2.233,2.081,6.046,16.54,13.989,leftuppercut
1602,3.008,1.999,1.545,3.211,11.751,9.947,leftuppercut
1603,1.89,1.083,0.892,3.35,5.879,5.361,rightuppercut
1604,0.962,2.435,1.12,1.672,3.795,1.801,jab
1605,2.14,0.962,1.773,4.579,7.602,6.481,righthook
1606,4.424,2.535,3.134,6.096,15.45,14.368,righthook
1607,1.627,1.811,1.207,2.973,3.297,1.816,righthook
1608,0.052,0.109,0.457,0.149,0.4,0.147,leftuppercut
1609,0.455,2.193,1.184,1.057,1.238,1.379,cross
1610,1.958,4.734,2.619,3.724,8.726,3.744,cross
1611,1.96,3.349,3.027,4.336,10.476,3.404,cross
1612,1.241,2.555,1.408,5.072,6.311,3.624,jab
1613,1.814,2.122,1.856,2.707,5.744,8.698,rightuppercut
1614,0.312,0.764,0.238,0.983,0.497,0.477,cross
1615,0.046,0.036,0.035,0.09,0.124,0.08,leftuppercut
1616,0.113,0.475,0.35,0.833,0.566,0.685,rightuppercut
1617,0.027,0.079,0.018,0.061,0.044,0.084,jab
1618,0.093,0.139,0.053,0.122,0.23,0.183,lefthook
1619,0.243,0.237,0.133,0.401,0.374,0.443,leftnopunch
1620,0.103,0.165,0.107,0.46,0.136,0.242,rightnopunch
1621,1.414,1.328,1.066,2.046,0.897,0.754,righthook
1622,4.106,2.673,1.977,9.569,22.113,13.492,rightuppercut
1623,0.545,0.356,0.462,0.702,0.612,0.911,rightnopunch
1624,0.077,0.035,0.192,0.177,0.459,0.143,leftuppercut
1625,2.474,2.519,4.162,15.812,17.257,15.025,lefthook
1626,1.467,3.365,2.762,2.757,6.454,2.594,jab
1627,0.018,0.035,0.008,0.069,0.059,0.066,leftnopunch
1628,0.483,0.18,0.308,0.507,0.262,0.385,leftnopunch
1629,0.191,0.238,0.261,1.394,1.629,1.509,leftnopunch
1630,1.073,1.47,0.686,2.001,0.642,0.981,righthook
1631,0.227,0.374,0.383,1.408,2.297,1.191,rightnopunch
1632,0.38,2.189,1.098,2.679,1.369,1.457,jab
1633,2.598,2.249,2.846,10.153,15.603,7.136,rightuppercut
1634,0.088,0.045,0.038,0.13,0.112,0.138,rightuppercut
1635,3.803,2.049,1.897,6.752,16.826,13.621,rightuppercut
1636,0.621,0.679,1.375,1.413,1.559,0.882,righthook
1637,3.12,2.487,2.232,3.995,14.49,12.748,leftuppercut
1638,0.953,3.066,1.55,5.487,4.341,4.611,cross
1639,1.696,2.809,3.176,13.531,14.877,8.313,cross
1640,0.257,0.525,0.614,0.757,0.629,0.848,lefthook
1641,2.43,1.365,2.256,5.811,8.724,6.72,righthook
1642,0.721,1.443,1.284,7.798,5.773,3.394,cross
1643,3.452,2.788,2.128,5.024,15.447,13.594,leftuppercut
1644,0.131,0.159,0.074,0.162,0.658,0.177,lefthook
1645,2.233,3.897,2.407,3.911,7.407,2.704,jab
1646,0.287,0.383,0.255,1.231,1.108,1.513,leftnopunch
1647,0.313,0.185,0.33,0.389,0.797,0.347,rightnopunch
1648,0.24,0.289,0.214,0.762,0.611,1.104,rightnopunch
1649,0.756,1.035,2.519,8.985,7.24,4.915,righthook
1650,0.894,2.726,2.481,3.191,8.578,2.521,cross
1651,1.085,1.305,1.004,6.675,7.049,3.104,righthook
1652,0.53,0.407,0.45,0.879,0.701,0.494,leftnopunch
1653,0.298,0.358,0.219,1.728,1.305,1.44,leftnopunch
1654,4.274,2.293,2.751,11.625,14.98,17.13,rightuppercut
1655,1.618,2.535,2.006,2.691,5.55,2.068,jab
1656,0.034,0.062,0.035,0.082,0.073,0.077,jab
1657,1.743,2.829,2.924,9.124,9.19,5.583,cross
1658,0.05,0.032,0.031,0.082,0.074,0.067,lefthook
1659,0.425,1.339,0.776,3.721,2.593,2.136,leftuppercut
1660,1.831,2.168,3.832,14.565,13.619,11.68,lefthook
1661,1.64,2.961,1.509,4.949,8.576,5.088,leftuppercut
1662,0.215,0.211,0.121,0.263,0.319,0.223,rightnopunch
1663,3.204,3.722,2.293,7.031,8.367,4.313,jab
1664,0.353,0.377,0.402,1.515,0.584,1.058,cross
1665,0.172,0.17,0.127,0.536,0.508,1.354,leftnopunch
1666,1.763,3.272,2.514,7.02,10.84,8.779,jab
1667,0.248,0.189,0.174,1.09,1.38,1.657,leftnopunch
1668,0.194,0.253,0.359,1.439,1.975,1.613,leftnopunch
1669,1.388,2.916,3.05,3.881,9.252,2.504,cross
1670,1.204,1.606,1.805,7.642,3.564,3.95,righthook
1671,0.725,0.303,0.193,0.596,0.676,1.212,righthook
1672,0.059,0.038,0.039,0.123,0.142,0.108,leftuppercut
1673,0.647,2.0,0.607,2.115,2.202,2.153,jab
1674,0.178,0.756,0.296,1.421,0.418,0.639,righthook
1675,0.203,0.214,0.35,0.417,0.458,0.429,leftnopunch
1676,0.57,1.21,1.106,1.174,1.85,0.727,rightuppercut
1677,0.144,0.444,0.492,1.233,0.804,0.451,rightuppercut
1678,0.4,1.373,1.391,2.488,3.449,1.394,rightuppercut
1679,3.416,2.289,2.646,6.738,12.599,11.197,righthook
1680,2.218,1.242,1.349,4.965,6.848,6.648,rightuppercut
1681,0.676,1.797,0.568,2.819,3.673,2.438,lefthook
1682,0.092,0.098,0.086,0.2,0.188,0.287,cross
1683,2.066,0.998,1.009,3.43,5.669,4.975,rightuppercut
1684,0.713,0.65,1.429,1.456,1.859,1.834,lefthook
1685,0.684,1.611,0.783,2.472,3.041,1.143,leftuppercut
1686,0.044,0.031,0.024,0.093,0.123,0.084,leftuppercut
1687,1.297,4.812,3.397,3.174,6.5,3.763,jab
1688,1.108,1.284,1.652,2.109,2.058,1.642,lefthook
1689,0.349,0.72,0.479,1.793,2.107,1.531,lefthook
1690,0.378,0.182,0.224,0.523,0.336,0.735,leftnopunch
1691,2.202,4.018,2.825,3.421,6.347,3.301,jab
1692,0.451,0.228,0.793,0.685,1.041,0.548,leftuppercut
1693,0.309,0.694,0.244,1.527,1.749,2.026,jab
1694,1.332,4.528,2.593,7.421,10.774,5.992,jab
1695,0.046,0.031,0.052,0.072,0.174,0.11,leftuppercut
1696,0.372,0.814,0.257,1.49,0.667,0.574,righthook
1697,0.102,0.164,0.285,0.828,1.097,1.554,leftnopunch
1698,0.026,0.071,0.028,0.045,0.047,0.048,jab
1699,0.601,1.309,0.607,1.98,4.427,7.658,jab
1700,1.503,3.59,2.786,3.102,11.144,3.739,cross
1701,0.118,0.071,0.139,0.152,0.424,0.131,lefthook
1702,0.118,0.166,0.18,1.047,1.063,0.876,leftnopunch
1703,0.143,0.076,0.082,0.294,0.15,0.172,rightnopunch
1704,4.211,3.43,2.806,5.624,12.705,13.249,leftuppercut
1705,2.256,2.572,4.653,16.933,16.984,13.281,righthook
1706,0.456,0.509,1.005,2.237,2.406,2.043,rightnopunch
1707,3.197,1.266,2.384,5.377,11.36,8.441,lefthook
1708,0.728,1.334,1.248,2.262,4.375,1.953,leftuppercut
1709,2.888,1.308,2.189,4.068,7.681,5.889,righthook
1710,2.583,1.332,1.406,3.631,7.247,7.269,leftuppercut
1711,1.008,2.087,1.973,8.141,5.641,4.198,cross
1712,1.432,3.054,2.52,2.843,6.028,2.288,jab
1713,3.084,1.698,1.934,3.596,14.959,10.357,righthook
1714,3.028,2.708,2.713,7.419,10.426,10.872,rightuppercut
1715,3.217,4.137,2.842,5.604,9.75,15.399,rightuppercut
1716,3.985,3.897,2.96,7.695,12.801,15.118,leftuppercut
1717,1.024,2.061,1.596,3.427,7.317,2.127,cross
1718,0.081,0.072,0.047,0.123,0.13,0.133,rightuppercut
1719,0.089,0.092,0.07,0.127,0.205,0.155,lefthook
1720,0.26,0.594,0.158,0.921,0.394,0.299,righthook
1721,2.144,1.703,1.464,3.091,8.126,6.863,leftuppercut
1722,0.214,0.188,0.242,1.153,0.688,0.706,leftnopunch
1723,0.204,0.095,0.182,0.489,0.513,0.213,rightnopunch
1724,0.06,0.227,0.061,0.146,0.098,0.199,cross
1725,0.158,0.053,0.138,0.213,0.685,0.123,leftuppercut
1726,0.463,0.286,0.312,0.931,0.923,0.432,jab
1727,0.731,0.115,0.232,0.36,0.386,0.734,rightuppercut
1728,0.258,0.214,0.217,0.482,0.361,1.279,rightnopunch
1729,1.644,5.81,2.878,13.075,15.267,10.256,cross
1730,2.159,4.013,3.416,14.846,13.449,7.911,cross
1731,1.507,2.451,3.584,15.586,12.926,6.857,cross
1732,0.5,1.426,0.718,0.635,0.87,0.751,jab
1733,2.616,2.155,1.719,4.029,8.896,9.909,rightuppercut
1734,3.881,3.751,2.318,5.094,14.331,16.643,leftuppercut
1735,2.38,2.524,4.207,13.123,17.853,11.496,righthook
1736,1.66,4.461,3.154,12.721,15.29,8.645,cross
1737,0.017,0.049,0.036,0.203,0.076,0.073,cross
1738,1.158,0.699,0.852,0.746,0.751,1.633,righthook
1739,0.946,1.749,1.167,3.142,6.213,1.935,cross
1740,3.266,3.848,2.218,6.931,18.054,18.057,leftuppercut
1741,1.927,0.407,0.753,1.237,1.102,2.032,rightuppercut
1742,0.397,0.469,0.438,1.188,4.24,1.281,cross
1743,2.02,1.254,1.565,3.7,6.485,5.567,leftuppercut
1744,0.324,0.599,0.65,1.122,0.711,0.963,rightnopunch
1745,1.28,4.023,2.557,5.594,5.463,3.569,cross
1746,0.036,0.022,0.023,0.077,0.052,0.078,leftnopunch
1747,1.566,2.844,2.597,13.09,13.457,7.107,cross
1748,3.316,2.97,2.053,6.057,11.017,12.278,rightuppercut
1749,1.092,1.393,1.359,5.266,4.075,3.435,righthook
1750,0.198,0.347,0.352,1.108,1.334,0.976,rightnopunch
1751,0.143,0.319,0.05,0.293,0.194,0.279,leftnopunch
1752,2.126,2.739,3.447,11.944,12.778,7.157,cross
1753,2.151,3.259,3.486,15.29,12.413,11.246,lefthook
1754,3.282,3.225,2.331,5.372,12.179,10.688,leftuppercut
1755,1.373,0.985,0.978,1.777,4.086,1.036,righthook
1756,1.039,4.883,2.855,6.111,5.746,4.713,cross
1757,0.158,0.054,0.118,0.053,0.216,0.177,leftuppercut
1758,0.503,0.231,0.312,0.847,0.297,0.659,leftnopunch
1759,0.104,0.073,0.146,0.134,0.077,0.096,rightnopunch
1760,0.551,0.448,0.787,3.335,4.48,3.165,rightnopunch
1761,0.095,0.052,0.077,0.061,0.282,0.137,lefthook
1762,2.113,3.555,3.281,16.01,13.925,10.997,cross
1763,1.588,0.662,1.062,0.942,0.871,1.73,righthook
1764,0.051,0.024,0.066,0.11,0.09,0.065,leftuppercut
1765,0.305,0.148,0.129,0.446,1.256,0.33,lefthook
1766,0.119,0.071,0.09,0.206,0.094,0.132,rightnopunch
1767,2.948,1.471,2.165,5.248,7.857,6.354,righthook
1768,2.302,4.186,2.836,3.3,7.657,3.365,jab
1769,0.104,0.241,0.336,1.505,1.188,1.446,leftnopunch
1770,2.296,2.857,1.523,5.891,8.777,11.878,leftuppercut
1771,0.662,1.252,0.71,2.575,1.983,2.024,lefthook
1772,0.387,0.636,0.172,1.874,1.705,1.355,jab
1773,2.712,3.231,1.982,4.723,9.831,10.397,rightuppercut
1774,0.31,0.265,0.187,0.715,0.479,0.603,leftnopunch
1775,1.157,1.697,1.222,3.138,0.809,0.964,leftuppercut
1776,0.189,0.198,0.223,0.889,0.97,1.25,leftnopunch
1777,4.539,2.636,2.522,12.466,18.055,20.386,rightuppercut
1778,0.335,2.081,1.097,0.985,0.881,1.57,cross
1779,3.298,1.577,1.749,4.302,10.117,6.372,righthook
1780,2.141,1.771,2.416,7.79,4.853,3.827,rightuppercut
1781,0.406,0.277,0.449,0.69,0.446,0.741,rightnopunch
1782,0.876,1.091,1.443,1.927,2.563,2.328,rightuppercut
1783,0.544,0.53,1.113,1.154,1.798,0.557,righthook
1784,1.485,1.284,1.158,2.724,7.698,4.646,leftuppercut
1785,0.271,0.288,0.056,0.264,0.469,0.422,leftnopunch
1786,0.653,1.315,0.515,1.805,0.943,0.838,leftuppercut
1787,0.031,0.043,0.027,0.038,0.054,0.054,lefthook
1788,0.368,0.322,0.478,0.518,2.189,1.301,leftuppercut
1789,0.235,0.259,0.534,2.344,1.994,1.305,rightnopunch
1790,1.563,2.271,2.207,7.118,10.375,7.465,cross
1791,0.626,2.017,0.845,1.321,1.82,0.887,cross
1792,0.509,0.827,1.671,2.436,4.442,2.818,righthook
1793,1.387,2.659,1.772,4.629,3.372,4.973,leftuppercut
1794,1.942,4.408,2.951,10.537,15.354,8.738,jab
1795,0.057,0.038,0.031,0.094,0.101,0.075,rightuppercut
1796,1.27,0.678,0.947,1.886,4.038,3.218,leftuppercut
1797,0.107,0.132,0.202,0.401,0.553,0.147,rightnopunch
1798,1.601,1.913,1.126,2.211,6.072,2.233,lefthook
1799,1.81,5.843,2.411,8.811,11.92,6.568,jab
1800,0.477,1.052,0.499,3.389,5.455,2.855,cross
1801,0.087,0.133,0.043,0.153,0.072,0.143,righthook
1802,0.041,0.232,0.048,0.119,0.07,0.218,cross
1803,1.161,1.292,1.218,6.765,5.38,4.989,cross
1804,1.016,0.817,0.31,2.63,5.331,1.874,cross
1805,0.086,0.031,0.142,0.129,0.289,0.088,leftuppercut
1806,0.25,0.297,0.533,1.612,2.818,1.605,rightnopunch
1807,0.707,0.923,1.145,3.862,4.025,2.807,righthook
1808,0.078,0.043,0.051,0.096,0.207,0.118,rightuppercut
1809,0.267,0.626,0.57,2.202,3.222,1.162,rightnopunch
1810,0.967,5.258,2.651,7.577,5.846,4.053,jab
1811,0.433,0.342,0.26,1.392,0.873,1.179,leftnopunch
1812,3.434,2.026,1.955,4.469,12.882,11.265,righthook
1813,0.353,0.238,0.879,0.741,1.011,0.506,leftuppercut
1814,0.249,0.434,0.824,0.612,0.471,0.38,rightnopunch
1815,0.041,0.09,0.036,0.068,0.061,0.143,cross
1816,0.911,2.164,3.357,12.752,13.897,6.538,righthook
1817,0.405,1.311,1.019,0.994,2.392,0.87,cross
1818,3.922,1.797,1.826,4.84,8.399,7.548,righthook
1819,0.346,0.128,0.247,0.446,0.441,0.225,leftnopunch
1820,0.238,0.821,0.335,1.357,1.617,2.151,jab
1821,1.916,1.128,1.126,1.839,6.134,3.876,righthook
1822,0.04,0.042,0.038,0.093,0.085,0.09,rightuppercut
1823,0.493,1.339,1.498,3.808,3.536,2.816,rightuppercut
1824,0.266,0.237,0.148,0.594,1.014,0.381,leftnopunch
1825,1.227,1.834,1.974,3.291,9.009,1.657,cross
1826,2.668,1.229,1.367,5.273,6.171,7.867,rightuppercut
1827,3.158,5.63,2.144,11.141,11.158,8.857,jab
1828,1.888,1.83,1.505,4.539,8.569,5.749,lefthook
1829,0.154,0.195,0.158,0.281,0.283,0.68,leftnopunch
1830,0.947,1.548,1.875,9.528,7.497,3.155,cross
1831,1.938,1.568,1.558,3.549,8.124,6.387,leftuppercut
1832,0.074,0.053,0.11,0.249,0.096,0.155,rightnopunch
1833,0.515,0.536,0.855,2.537,3.908,2.098,rightnopunch
1834,0.597,0.253,0.333,0.631,0.423,0.666,leftnopunch
1835,4.075,1.879,2.267,6.199,13.326,12.82,righthook
1836,1.579,2.939,2.299,3.851,8.14,1.557,cross
1837,0.321,0.611,0.613,1.537,3.449,1.935,rightnopunch
1838,0.484,0.322,0.534,0.392,0.785,0.646,rightnopunch
1839,0.094,0.09,0.074,0.207,0.153,0.263,jab
1840,1.83,2.611,5.153,21.994,18.233,12.28,righthook
1841,0.181,0.285,0.475,1.133,0.881,1.476,rightnopunch
1842,1.142,0.223,0.164,0.263,0.53,1.294,rightuppercut
1843,2.174,1.776,1.555,5.9,9.127,10.728,leftuppercut
1844,2.584,4.467,3.509,15.741,16.789,10.761,cross
1845,2.161,1.266,1.65,4.765,7.202,6.807,rightuppercut
1846,0.106,0.16,0.071,0.309,0.208,0.249,leftnopunch
1847,3.899,1.806,1.38,3.396,8.991,9.231,righthook
1848,1.145,1.177,0.898,1.86,0.988,0.877,righthook
1849,0.779,2.289,1.444,5.821,4.482,2.399,cross
1850,0.982,4.596,2.094,6.65,5.386,4.122,cross
1851,2.138,2.968,1.192,3.611,7.03,2.923,jab
1852,0.14,0.284,0.367,0.427,1.248,0.639,leftuppercut
1853,0.21,1.745,0.678,2.295,1.277,1.51,cross
1854,1.656,1.895,1.128,5.094,7.649,6.337,lefthook
1855,1.615,1.728,1.13,3.997,7.763,4.701,lefthook
1856,1.425,3.242,2.586,3.901,9.789,2.116,cross
1857,0.384,0.235,0.199,0.486,0.336,0.524,leftnopunch
1858,0.743,0.235,0.269,0.695,0.369,0.802,leftnopunch
1859,0.191,0.09,0.098,0.333,0.383,0.464,righthook
1860,1.124,1.617,1.969,7.793,3.122,2.765,cross
1861,0.27,0.461,0.221,1.118,0.73,0.497,jab
1862,2.824,2.733,2.162,4.928,6.346,10.605,leftuppercut
1863,1.586,4.703,2.866,10.338,15.316,8.345,jab
1864,1.553,3.423,1.818,5.594,9.264,7.198,jab
1865,1.215,1.831,2.833,11.454,7.325,4.88,righthook
1866,0.784,1.503,0.684,2.71,2.608,1.998,leftuppercut
1867,2.092,2.46,1.74,3.231,5.571,7.985,leftuppercut
1868,0.226,0.16,0.252,0.959,0.544,0.446,rightnopunch
1869,3.42,3.417,2.833,5.997,12.003,14.042,rightuppercut
1870,1.705,4.208,2.37,8.439,14.581,7.395,jab
1871,2.352,5.34,2.294,11.356,15.076,10.269,jab
1872,0.067,0.035,0.022,0.074,0.126,0.086,lefthook
1873,1.641,3.416,1.437,6.815,7.489,7.711,cross
1874,1.497,1.187,2.702,11.962,5.837,9.692,lefthook
1875,0.476,0.473,0.84,1.945,3.139,1.583,rightnopunch
1876,0.161,0.178,0.118,0.572,0.524,0.295,rightnopunch
1877,0.916,0.705,1.16,2.888,3.213,2.893,righthook
1878,0.344,0.238,0.676,0.593,0.739,0.369,rightnopunch
1879,0.448,0.231,0.182,0.45,0.295,0.483,leftnopunch
1880,0.925,0.87,0.932,2.557,2.556,2.112,jab
1881,1.053,1.924,2.624,11.595,12.625,4.524,righthook
1882,0.501,1.172,0.471,3.06,2.894,2.44,jab
1883,0.421,0.743,0.364,0.257,0.342,0.7,cross
1884,0.876,4.73,2.162,7.671,5.377,5.45,cross
1885,0.601,0.222,0.343,0.718,0.373,0.89,leftnopunch
1886,1.503,3.974,2.622,6.477,10.336,6.246,jab
1887,3.304,2.36,2.146,5.501,12.731,11.485,lefthook
1888,0.7,0.812,0.379,1.291,3.006,1.722,lefthook
1889,0.154,0.477,0.175,0.706,0.496,0.519,rightnopunch
1890,0.351,0.637,0.509,1.456,1.754,1.257,jab
1891,0.121,0.108,0.309,0.219,0.524,0.666,leftnopunch
1892,0.737,1.032,0.729,1.131,2.579,1.103,leftuppercut
1893,1.821,3.98,2.38,7.014,11.356,8.092,jab
1894,0.321,0.383,0.3,1.5,1.48,1.974,leftnopunch
1895,0.726,1.039,0.622,3.726,2.883,2.932,leftuppercut
1896,0.359,0.127,0.412,0.334,0.561,0.618,rightnopunch
1897,1.03,0.995,1.268,5.135,4.304,2.867,cross
1898,3.686,3.185,2.854,4.892,13.624,15.461,rightuppercut
1899,0.439,0.343,0.36,1.16,1.419,1.92,leftnopunch
1900,0.058,0.03,0.013,0.095,0.076,0.044,rightuppercut
1901,1.484,1.589,1.17,3.976,7.448,4.586,leftuppercut
1902,4.161,2.977,2.029,4.979,14.195,15.368,leftuppercut
1903,0.903,1.984,1.271,2.256,4.342,2.39,jab
1904,0.27,0.244,0.226,0.631,0.419,0.654,leftnopunch
1905,1.565,1.199,1.21,2.139,4.048,1.846,righthook
1906,0.451,1.413,1.429,1.437,3.31,1.806,rightuppercut
1907,0.099,0.117,0.286,0.131,0.336,0.136,leftuppercut
1908,0.816,2.647,1.209,4.323,4.278,3.993,cross
1909,2.931,1.069,2.526,5.605,8.271,7.235,righthook
