"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.624788496E0,9.847413301E-1,-1.093195379E-1,6.203318119E0
6.644645944E0,9.298152924E-1,2.107430458E0,5.788609505E0
6.664562559E0,1.292793393E0,4.502207279E0,5.258256435E0
6.684465579E0,2.049108982E0,6.087873459E0,4.485429764E0
6.704349486E0,2.760151863E0,5.488213539E0,3.595827341E0
6.724242663E0,3.116738558E0,3.125992775E0,2.683921099E0
6.744121309E0,3.279253244E0,1.581871033E0,1.351381302E0
6.764015631E0,2.921135187E0,3.072132111E0,-5.061188340E-1
6.783893548E0,9.628375173E-1,6.365033627E0,-3.571926117E0
6.803781569E0,-3.480249405E0,5.389080524E0,-7.732526302E0
6.823686881E0,-8.799556732E0,-1.427944899E0,-1.080738831E1
6.843600319E0,-1.205830479E1,-5.882749557E0,-1.105365658E1
6.863505215E0,-1.335882092E1,-4.608930588E0,-9.410934448E0
6.883338600E0,-1.314031506E1,-8.496564627E-1,-6.831206322E0
6.903257038E0,-1.154452991E1,3.468199015E0,-4.595282078E0
6.923121204E0,-8.146636009E0,6.440731525E0,-5.189083099E0
6.943007975E0,-4.286098003E0,5.462115288E0,-5.350532532E0
6.962902090E0,-2.125339508E0,2.620140314E0,-4.822908878E0
6.982821152E0,-7.624405622E-1,5.175035000E-1,-3.627384663E0
7.002680006E0,8.834776282E-1,-7.150376588E-2,-2.574668169E0
7.022590267E0,2.520807266E0,-3.027924895E-1,-2.029402018E0
7.042489538E0,3.952480555E0,-7.537189126E-1,-1.324284434E0
7.062353548E0,4.781831264E0,-7.457296848E-1,-7.598440051E-1
7.082245006E0,5.029630661E0,-2.989310212E-2,-7.465286255E-1
7.102161829E0,5.030695915E0,9.278845191E-1,-1.105711937E0
7.122042819E0,4.963053703E0,1.762028575E0,-1.459635496E0
7.141923131E0,4.804733753E0,2.349904060E0,-1.742122054E0
7.161801413E0,4.586760044E0,2.537584782E0,-1.753839612E0
7.181711152E0,4.128909588E0,2.323805809E0,-1.484735131E0
7.201609746E0,3.354418755E0,2.020014763E0,-1.272021413E0
7.221502559E0,2.689779997E0,1.951773167E0,-1.198986292E0
7.241368444E0,2.321475744E0,1.825476527E0,-9.634367228E-1
7.261264434E0,1.947312593E0,1.566957831E0,-5.252930522E-1
7.281177506E0,1.495853424E0,1.410235405E0,-2.172409594E-1
7.301078184E0,1.035339952E0,1.426813006E0,-6.477948278E-2
7.320951413E0,7.166355252E-1,1.534468174E0,-1.364829857E-2
7.340835111E0,5.071175098E-1,1.556305408E0,2.849498391E-2
7.360741152E0,3.344831765E-1,1.449182987E0,9.134373069E-2
7.380605840E0,1.793586165E-1,1.253046870E0,1.260303855E-1
7.400534069E0,1.724345982E-1,1.081943870E0,8.441971987E-2
7.420390684E0,2.966008186E-1,1.117096543E0,1.143128201E-1
7.440280631E0,3.355484009E-1,1.113900900E0,1.905435622E-1
7.460201204E0,2.678395212E-1,8.511211872E-1,1.878804713E-1
7.480079642E0,1.516625583E-1,3.980642557E-1,8.708280325E-2
7.499969590E0,2.396774245E-3,-7.150376588E-2,2.796236612E-2
7.519855006E0,-1.238999143E-1,-3.070534170E-1,-6.724283565E-3
7.539772090E0,-1.798912287E-1,-2.761616707E-1,-3.601819277E-2
7.559651204E0,-2.017285079E-1,-2.553896308E-1,-5.732285231E-2
7.579580111E0,-2.332194597E-1,-3.902081847E-1,-7.117088139E-2
7.599400475E0,-2.513284087E-1,-5.804854035E-1,-8.555153012E-2
7.619312767E0,-2.715678513E-1,-7.292186022E-1,-7.223611325E-2
7.639208236E0,-3.168402612E-1,-7.505232692E-1,-3.708342463E-2
7.659067663E0,-3.595161438E-1,-6.636402011E-1,-7.702966034E-2
7.678986100E0,-3.914731443E-1,-6.460638046E-1,-1.170424819E-1
7.698867350E0,-4.111799598E-1,-7.446644902E-1,-1.399449855E-1
7.718741100E0,-4.117125571E-1,-8.874722719E-1,-1.197055578E-1
7.738661100E0,-3.957340717E-1,-9.221588969E-1,-8.555153012E-2
7.758552663E0,-3.637770712E-1,-8.272866011E-1,-9.360735118E-2
